pickup point,last part
"""ribline dweling , block c , bashundhaar r/a""","""bashundhaar r/a"""
"""unilever bangladesh head office  (new) , shanta foruim , 188/b bir uttam mir shawkat sarak""","""188/b bir uttam mir shawkat sarak"""
"""186 , decent shameem tower , haji lal miah sarker road , muradpur , dhaka 1204 , janata market , postogola""","""postogola"""
"""national institute of diseases chest & hospital (nidch) , tb  gate road gate mohakhali""","""tb  gate road gate mohakhali"""
"""shewrapara bus stand""","""shewrapara bus stand"""
"""azrabad jame masjid , golartek rd , harirampur""","""harirampur"""
"""kodom bagan  ( nazrul hall , butex ) , shilpo elaka , tej""","""tej"""
"""alliance hospital limited , shaymoli mohammadpur""","""shaymoli mohammadpur"""
"""1952 historic mother language movement's amtola gate  1952 oitihashik amtola""","""1952 historic mother language movement's amtola gate  1952 oitihashik amtola"""
"""sattar garden , 245,  d block 8 no road block d bashundhara r/a""","""d block 8 no road block d bashundhara r/a"""
"""azimpur bus stamnd , azimpur  rd""","""azimpur  rd"""
"""gpx central service dhaka mohakhali dohs""","""gpx central service dhaka mohakhali dohs"""
"""transparent gaffur castle""","""transparent gaffur castle"""
"""butter communication , niketon gulshan 1""","""niketon gulshan 1"""
"""h 15/2 1, mirbag rampura dit link rd mogbazar""","""mirbag rampura dit link rd mogbazar"""
"""tarka,new market road,mirpur 5""","""mirpur 5"""
"""h 1,rd 12,south banashree project,rampuraa""","""rampuraa"""
"""house 261/3/a,west manikdi road,manjil housing,manikdi""","""manikdi"""
"""kanchon bridge,rupganj,narayanganj,1720""","""1720"""
"""nawab chatga uttara""","""nawab chatga uttara"""
"""ibn sina hospital 68,road 15a,dhanmondid r/a""","""dhanmondid r/a"""
"""house 338 road 5 avenue 3 mirpur dohs""","""house 338 road 5 avenue 3 mirpur dohs"""
"""north south university , bahsundhara r/""","""bahsundhara r/"""
"""att takwa boshraloy , islampur , shadarghat""","""shadarghat"""
"""white kitchen , jamuna future park , bashudnhara ra""","""bashudnhara ra"""
"""gazirchat munsibari jame masjid , ashulia highway , rustampur , ashulia 1341""","""ashulia 1341"""
"""sena shoppinmg complex , nobinagar savar""","""nobinagar savar"""
"""ultra model town , house 02, road 2/a , sector 05""","""sector 05"""
"""rojoni villa , h 3/a, rd 5 , kaderabad housing mohammadpur""","""kaderabad housing mohammadpur"""
"""kollanpur 12no road""","""kollanpur 12no road"""
"""red chick'n outlet 2""","""red chick'n outlet 2"""
"""সততা রেন্ট-এ কার, আজিমপুর , লালবাগ 
""","""লালবাগ"""
"""chowdhury party house & restaurant best community center in dhaka dogair signboard""","""chowdhury party house & restaurant best community center in dhaka dogair signboard"""
"""house no-35, road no 3 mohammadia housing society , mohammadpur dhaka""","""mohammadpur dhaka"""
"""hazrat shahjalal international, airport jame masjid
hazrat shahjalal international, airport jame masjid
kurmitola ""","""airport jame masjid
kurmitola"""
"""ghoroni department store , abashik alaka , dhan""","""dhan"""
"""s a poribohon parcel and curria service , blo""","""blo"""
"""c 15 , road 3 , mohanagar project""","""mohanagar project"""
"""93,road 12, c""","""c"""
"""192,moddho paikapara,taz lane road,mukti housing,moddho paikapara""","""moddho paikapara"""
"""modhubag playgrouddn,modhubag,boro bazar""","""boro bazar"""
"""ewfm villa,sobhanbag,manikmia avenue""","""manikmia avenue"""
"""h 103,free school st dhanmondi""","""free school st dhanmondi"""
"""pubali bank limited outer circular road,railway station,kmalapur""","""kmalapur"""
"""uttor madartek baitullah jame masjid,poschim madartek""","""poschim madartek"""
"""national heart foundation hospital & research institute , mirpur 2 main rd""","""mirpur 2 main rd"""
"""mess alpha""","""mess alpha"""
"""monsurabad road 4, house 25""","""house 25"""
"""gadgetz.com.bd, bgb headquarter pilkhana""","""bgb headquarter pilkhana"""
"""bangladesh international school and college , road 27 , mohkhali dohs""","""mohkhali dohs"""
"""lokhnath sweets""","""lokhnath sweets"""
"""dev curtain village , salimullah road mohammadpur""","""salimullah road mohammadpur"""
"""moni villa , koltabazar sutrapur""","""koltabazar sutrapur"""
"""baushia , gojaria , munshiganj""","""munshiganj"""
"""kelminrose clothing official  store , shekhertek mohammadpur""","""shekhertek mohammadpur"""
"""saiful store , north chapain""","""north chapain"""
"""savar mini zoo""","""savar mini zoo"""
"""momtaz filling station , dhobaroi maniknagar rd , aminbazar""","""aminbazar"""
"""107/3, dinanath sen road , gopibag senroad""","""gopibag senroad"""
"""bijoy  rakeen city building a8 tower 2""","""bijoy  rakeen city building a8 tower 2"""
"""r & r filling station , dhaka aricha highway""","""dhaka aricha highway"""
"""momtaz filling station , dhobaroi maniknagar rd , aminabazar""","""aminabazar"""
"""savar city corporation office , pouroshova road , genda""","""genda"""
"""ayesha abed library , brac university south badda""","""brac university south badda"""
"""bangladesh  cancer society hospital and welfare home , mirour""","""mirour"""
"""bijoy rakeen  city""","""bijoy rakeen  city"""
"""59/1/c, pantha path , dhnamondi""","""dhnamondi"""
"""dream holiday park,dhaka sylhet highway,narsingdi""","""narsingdi"""
"""palashi government staff colony""","""palashi government staff colony"""
"""lazi community hall,murgitola,suttrapur""","""suttrapur"""
"""h 4, rd 7 , mohammadi housing society mohammadpur""","""mohammadi housing society mohammadpur"""
"""al razi hospital , airport rd farmgate""","""airport rd farmgate"""
"""hanada arthodentic and dental clinic , mon""","""mon"""
"""kolatoli station jame masjid , kalatali rd , cox's bazar , 4700""","""4700"""
"""baburchi bari  restaurent , 134 west agargaon""","""134 west agargaon"""
"""md tariqul islam suvro , arjotpara mohakhali""","""arjotpara mohakhali"""
"""nirupoma bamgladesh , biman  bahini welfare tro""","""biman  bahini welfare tro"""
"""sony hall-mirpur-1 bus stand , block d , mir""","""mir"""
"""concord twin tower shopping complex , shantinagar rd , shnatinagar""","""shnatinagar"""
"""moktar bari rd""","""moktar bari rd"""
"""mini balcony razia sultana road mohammadpur""","""mini balcony razia sultana road mohammadpur"""
"""bangladesh specialized hospital  ( pvt .ltd . ), 21 , hossain housing society road , mukti housing , syamoli""","""syamoli"""
"""trust  atm booth b.a.f shaheen college , dhaka cntonment""","""dhaka cntonment"""
"""tahfizul koran hafezia madrasa , haji afsar uddin lane , west dhnamondi""","""west dhnamondi"""
"""british high comission club,dutabash rd,baridhara gulshan""","""baridhara gulshan"""
"""homeolife homeopathy & wellness""","""homeolife homeopathy & wellness"""
"""alam nagar central jame mosque""","""alam nagar central jame mosque"""
"""housing and building research institute mirpour rd , darussalom darus salam""","""darussalom darus salam"""
"""hotel suite palace,house 31,road 13,block k,baridhara dhaka 1212""","""baridhara dhaka 1212"""
"""ghosh gao koborsthan panjagana masjid paschim ga""","""ghosh gao koborsthan panjagana masjid paschim ga"""
"""trust bank ltd,anjuman mufidul islam rd,kakrai;""","""kakrai;"""
"""sabuj tea stall,subaddha""","""subaddha"""
"""jabi traders ,  alam nagar hemayetpur""","""alam nagar hemayetpur"""
"""bosila  projapopti bus stand , bosila road , keraniganj sibdistrict""","""keraniganj sibdistrict"""
"""al- manar lajer phisiotherapy center, kazi najar""","""kazi najar"""
"""airport road, new airport road, kurmitola , sector2""","""sector2"""
"""0""","""0"""
"""last bite cafe, tin mazar road , zigatola""","""zigatola"""
"""salam dairy farm and food products basabo buddha mundir""","""salam dairy farm and food products basabo buddha mundir"""
"""pmart , sector 4 uttara""","""sector 4 uttara"""
"""ma electric ma electric , sobhanbag manik mia avenue""","""sobhanbag manik mia avenue"""
"""lazeez""","""lazeez"""
"""cresent lake , lake  road , sangsad bhaban""","""sangsad bhaban"""
"""zuri by karishma rahman""","""zuri by karishma rahman"""
"""anowara motors , abdullahpur , sector 8 uttara""","""sector 8 uttara"""
"""uma medicine centar , mitford , babu bazzar""","""babu bazzar"""
"""uttara sector 10 jame mosque""","""uttara sector 10 jame mosque"""
"""house 261/3/a, west manikdi road, manjil housing manikdi""","""manjil housing manikdi"""
"""terminal 2 hazrat shahjalal international airportafter""","""terminal 2 hazrat shahjalal international airportafter"""
"""caf banani""","""caf banani"""
"""shantikunjo""","""shantikunjo"""
"""landmark dhansiri apartment,west karfrul""","""west karfrul"""
"""nazimuddin rd , nimtoli""","""nimtoli"""
"""shoroja mohol,554,north shahjahanpur,dhaka,1217,shantibagh mosjid er goli""","""shantibagh mosjid er goli"""
"""nirupoma,bangladesh biman bahini welfare trust""","""bangladesh biman bahini welfare trust"""
"""house 177,road 2 baridhara dohs""","""road 2 baridhara dohs"""
"""hashmi manzil,628,kamal khan road,uttor kafrul,purba kaziparara""","""purba kaziparara"""
"""shewapara bus stand""","""shewapara bus stand"""
"""motso bhaban ghori chattar,segumbagicha""","""segumbagicha"""
"""ananya shopping complex , bnaridhara d.o.h.s main road , dohs bypass gulshan""","""dohs bypass gulshan"""
"""sheikh jamal dhanmondi club ltd , rd 8 , dhanm,ondi""","""ondi"""
"""fantasy kingdom complex , dhaka ashulia highway , jamgora""","""jamgora"""
"""the invite mirpur cantonment""","""the invite mirpur cantonment"""
"""anawor confectonary , 1342, dhaka aricah highway nobinagar""","""dhaka aricah highway nobinagar"""
"""somaspur house , h 329, ulon rd ulon""","""ulon rd ulon"""
"""sheikh rasel gastro liver hospital""","""sheikh rasel gastro liver hospital"""
"""cassiopeia , house 444 , road 7 . dohs baridhara""","""road 7 . dohs baridhara"""
"""anuvab , 51/a , road 4 , block d , baundhara r/a""","""baundhara r/a"""
"""onno rokom pizza""","""onno rokom pizza"""
"""j s grammer school,south mugdapara""","""south mugdapara"""
"""biman holiday- premium lounge , hazrat shhajalal interrnational airport kurmitola""","""hazrat shhajalal interrnational airport kurmitola"""
"""comilla hotel and restaurant,tolarbag""","""tolarbag"""
"""dristy prodip optics and watch""","""dristy prodip optics and watch"""
"""east nakhalpara rd , east nakhalpara""","""east nakhalpara"""
"""shyampur model school  & college , rd 2, lal masjid rd , dhyampur""","""dhyampur"""
"""nobonir govt. officers housing mohammadpur""","""nobonir govt. officers housing mohammadpur"""
"""nilkhet circle""","""nilkhet circle"""
"""sonirakhra zapani bazar""","""sonirakhra zapani bazar"""
"""h24/2 tajmahal rd mohammadpur""","""h24/2 tajmahal rd mohammadpur"""
"""shanti nibash west jatrabari""","""shanti nibash west jatrabari"""
"""ok pallabi palace""","""ok pallabi palace"""
"""wyre street , gopibag , ahtkhola""","""ahtkhola"""
"""popular diagonstic center ltd (uttara branch ) sector 4""","""popular diagonstic center ltd (uttara branch ) sector 4"""
"""mizanur rahaman , best seo expert in bangladesh sector 4 uttara""","""best seo expert in bangladesh sector 4 uttara"""
"""mariam monjkil santianagar kakrail""","""mariam monjkil santianagar kakrail"""
"""tasty treat mirpur 10""","""tasty treat mirpur 10"""
"""bicharpoti bhaban 67, sahid capten munsur ali avenue , wireless paltan""","""wireless paltan"""
"""islami bank bangladesh limited , atm booth new market dhaka , elephant road""","""elephant road"""
"""drugs corner , badda nagar hazaribagh""","""badda nagar hazaribagh"""
"""titas corporation hq, block a niketon""","""block a niketon"""
"""north end coffee roasters city bank center gulshan 1""","""north end coffee roasters city bank center gulshan 1"""
"""house 3/road 8 , block d mirpur 1""","""block d mirpur 1"""
"""afridi computer & business point , rasulbagh road , rasulbagh""","""rasulbagh"""
"""ousadh bitan , polashi buet""","""polashi buet"""
"""bangabandhu govt primary school play ground , tajmahal rd mohammadpur""","""tajmahal rd mohammadpur"""
"""city bank ltd atm. banasree demra rd""","""city bank ltd atm. banasree demra rd"""
"""dalia villa 234 , d block 7 no road block d bashundhara r/a""","""d block 7 no road block d bashundhara r/a"""
"""al arafah super shop""","""al arafah super shop"""
"""dhalia , h 28 , 32 , 30 , rd 2 , aftab nagar project""","""aftab nagar project"""
"""ashraf ambulance service,mirpur model thana""","""mirpur model thana"""
"""tea shop , west rajabazar indira road panthapath""","""west rajabazar indira road panthapath"""
"""bir uttam khaled mosharrof avenue paschim nakhalpara sher e bangla nagar""","""bir uttam khaled mosharrof avenue paschim nakhalpara sher e bangla nagar"""
"""31/2, road no 3 mukti housing shyamoli""","""road no 3 mukti housing shyamoli"""
"""oriental mirror residential area dhanmondi""","""oriental mirror residential area dhanmondi"""
"""brioche patisserrie -banani 11 block e""","""brioche patisserrie -banani 11 block e"""
"""baitul aman jame masjid , arambag residential area mirpur 7""","""arambag residential area mirpur 7"""
"""bird's eye helicopter & air service , hazrat shhahjalal international airport kurmitola""","""hazrat shhahjalal international airport kurmitola"""
"""laboni 1, house 24 road 9/a dhanmondi 1209""","""house 24 road 9/a dhanmondi 1209"""
"""tibet factory,shahid tazuddin ahmed ave,tejgaon i/a""","""tejgaon i/a"""
"""parliament secretariat residentil complex w agargaon""","""parliament secretariat residentil complex w agargaon"""
"""silicon trinity,h 402,rd 5,adabir""","""adabir"""
"""azmpur bus stand , dhaka 1230 bangladesh""","""dhaka 1230 bangladesh"""
"""h 407 rd 8  block d bashundhara r/a""","""h 407 rd 8  block d bashundhara r/a"""
"""the aga khan academy dhaka sayem sobhan anvir road  bashundhara r/a""","""the aga khan academy dhaka sayem sobhan anvir road  bashundhara r/a"""
"""dr. malika college , adashik elaka dhanmondi""","""adashik elaka dhanmondi"""
"""kacchi wala prinxe tower bata signal elephant road""","""kacchi wala prinxe tower bata signal elephant road"""
"""golden hut block h bashundhara r/a""","""golden hut block h bashundhara r/a"""
"""north tower sonargaon janaapath sector 13 uttara""","""north tower sonargaon janaapath sector 13 uttara"""
"""house 65 road 15 block d banani dhaka""","""house 65 road 15 block d banani dhaka"""
"""popular hospital dhanmondi road 2 dhanmondi r/a""","""popular hospital dhanmondi road 2 dhanmondi r/a"""
"""adl silhouse block j bashudnhara r/a""","""adl silhouse block j bashudnhara r/a"""
"""proshanti ohee block i bashundhara r/a""","""proshanti ohee block i bashundhara r/a"""
"""comfort doctors chamber 165 166 green road dhanmondi""","""comfort doctors chamber 165 166 green road dhanmondi"""
"""jbs grand sultan block i bashudnhara r/a""","""jbs grand sultan block i bashudnhara r/a"""
"""samen footwear east goran""","""samen footwear east goran"""
"""340 al haj abdus saobhan road block b bashudnahra r/a""","""340 al haj abdus saobhan road block b bashudnahra r/a"""
"""coopers , satmasjid road west dhanmondi""","""satmasjid road west dhanmondi"""
"""bala bliss , 183 i bl;ock road 9 bahsudnahra r/a""","""183 i bl;ock road 9 bahsudnahra r/a"""
"""white face wash men's grooming saloon jigatola dhanmondi""","""white face wash men's grooming saloon jigatola dhanmondi"""
"""web recite sector 13 uttara""","""web recite sector 13 uttara"""
"""ds graph h 16 syed nazrul islam sarani purana paltan""","""ds graph h 16 syed nazrul islam sarani purana paltan"""
"""cdic changig diabetes in children segunbagicha""","""cdic changig diabetes in children segunbagicha"""
"""lafz office""","""lafz office"""
"""sultana manzil , h 35 rd 10 merul badda""","""h 35 rd 10 merul badda"""
"""gulshan 1 mohakhali dohs""","""gulshan 1 mohakhali dohs"""
"""h 242 amtola masjid goli north shahjahanpur""","""h 242 amtola masjid goli north shahjahanpur"""
"""hazrat shahjalal inetarnational airport terminal 2 airport road new airport road kurmitola sector 2""","""hazrat shahjalal inetarnational airport terminal 2 airport road new airport road kurmitola sector 2"""
"""abacus convention centre  , eskaton garden road""","""eskaton garden road"""
"""h 223/3 new h 208/13 old green rd""","""h 223/3 new h 208/13 old green rd"""
"""airport road new airport road kurmitola sector 2""","""airport road new airport road kurmitola sector 2"""
"""star line bus  counter special maniknagar ttpara""","""star line bus  counter special maniknagar ttpara"""
"""dalia h n183/1 rd 5 mohammadi housing ltd mohammadpur""","""dalia h n183/1 rd 5 mohammadi housing ltd mohammadpur"""
"""faculty of chemical and materials engineering buet west pallabi""","""faculty of chemical and materials engineering buet west pallabi"""
"""h 2/b/1 , habibullah rd shahbag""","""habibullah rd shahbag"""
"""apex chemical industrial limited segunbagichaq""","""apex chemical industrial limited segunbagichaq"""
"""stationery h 6/4 block a lalmatia""","""stationery h 6/4 block a lalmatia"""
"""rashida belayet block f bashundhara r/a""","""rashida belayet block f bashundhara r/a"""
"""bepari sloth store islampur rd sadarghat""","""bepari sloth store islampur rd sadarghat"""
"""east rampura kacha bazar""","""east rampura kacha bazar"""
"""mutual trust bank airport road new airport rd kurmitola sector 2""","""mutual trust bank airport road new airport rd kurmitola sector 2"""
"""canadian university of bangladesh""","""canadian university of bangladesh"""
"""apex data management & it ltd block e banani""","""apex data management & it ltd block e banani"""
"""airport masjid new airport rd""","""airport masjid new airport rd"""
"""super hostel ( dhanmondi branch 0 sh- 9 west""","""super hostel ( dhanmondi branch 0 sh- 9 west"""
"""hotel sarina dhaka kemal atatruk avenue banani""","""hotel sarina dhaka kemal atatruk avenue banani"""
"""assure bithi bihongo sector 1 uttara""","""assure bithi bihongo sector 1 uttara"""
"""hasan kacha maler arodh , dhaka chittagong highway west jatrabari""","""dhaka chittagong highway west jatrabari"""
"""aftab nogor main road , block c , 32 number building 5th floor of lift""","""32 number building 5th floor of lift"""
"""welcome pharma , 1/5 kallyanp[ur main road mukti housing kallyanpur""","""1/5 kallyanp[ur main road mukti housing kallyanpur"""
"""gloria jeans dhnmondi""","""gloria jeans dhnmondi"""
"""albait restaurant mirpur 1 block a mirpur 1""","""albait restaurant mirpur 1 block a mirpur 1"""
"""gulshan shooting club gulshan 1""","""gulshan shooting club gulshan 1"""
"""matka block a bansree""","""matka block a bansree"""
"""commercial bank of ceylon head office""","""commercial bank of ceylon head office"""
"""aarong gulshan tejgaon gulshan link rd""","""aarong gulshan tejgaon gulshan link rd"""
"""salima palace , 113 d block 6 no road block d bashundhara r/a""","""113 d block 6 no road block d bashundhara r/a"""
"""rampura bridge""","""rampura bridge"""
"""pupul steel corporation , north south rd malitola""","""north south rd malitola"""
"""ortho dental care 67/d , road 11 banani""","""road 11 banani"""
"""hotel sarina""","""hotel sarina"""
"""orchid corner mallika , gulshan 1 gulshan""","""gulshan 1 gulshan"""
"""vai vai enterprise h 26 ave 2 mirpur 11""","""vai vai enterprise h 26 ave 2 mirpur 11"""
"""unimart gulshan 2 gulshan""","""unimart gulshan 2 gulshan"""
"""rd 4 block a mirpur 12""","""rd 4 block a mirpur 12"""
"""runner groip hazrat shahjalal internatioonal airport kurmitola""","""runner groip hazrat shahjalal internatioonal airport kurmitola"""
"""sumon gents , sector 6 uttara""","""sector 6 uttara"""
"""kallyanpur  girls school and college  kallyanpur main rd""","""kallyanpur  girls school and college  kallyanpur main rd"""
"""h 235 rd 6 mohammadi housing rd mohammadpur""","""h 235 rd 6 mohammadi housing rd mohammadpur"""
"""dhaka chamber and commerce industry motijheel rd dilkusha""","""dhaka chamber and commerce industry motijheel rd dilkusha"""
"""sheltech monihar bhaban no 4 h 154/1 gate 2 rd monipouripara""","""sheltech monihar bhaban no 4 h 154/1 gate 2 rd monipouripara"""
"""ameena's heritage 9/6 block d""","""ameena's heritage 9/6 block d"""
"""house 1 road 1 block f aftabnagar""","""house 1 road 1 block f aftabnagar"""
"""ibn sina hospital 68 road 15a dhanmondi r/a""","""ibn sina hospital 68 road 15a dhanmondi r/a"""
"""kamalapur railway station kamalapur""","""kamalapur railway station kamalapur"""
"""plot 302 nsu rd block b bashudnhara r/a""","""plot 302 nsu rd block b bashudnhara r/a"""
"""matrichata apartment industrial area tejgaon""","""matrichata apartment industrial area tejgaon"""
"""muzahid store north kuril""","""muzahid store north kuril"""
"""h 650 rd 3 block g bashundhara r/a""","""h 650 rd 3 block g bashundhara r/a"""
"""orchid international school 11 section 2""","""orchid international school 11 section 2"""
"""pasta fact mirpur dohs""","""pasta fact mirpur dohs"""
"""mirpur 1 eidgah field , zoo rd""","""zoo rd"""
"""mojumdar pharmacy h 9 ave 2 mirpur 11""","""mojumdar pharmacy h 9 ave 2 mirpur 11"""
"""al mahmud filling station , darus salam rd darus salam""","""darus salam rd darus salam"""
"""caab headquarter (new complex ) hazrat shahjalal international airport kurmitola""","""caab headquarter (new complex ) hazrat shahjalal international airport kurmitola"""
"""balur math north bishil""","""balur math north bishil"""
"""aarong rd 11 banani""","""aarong rd 11 banani"""
"""shawon & t mirpur dohs""","""shawon & t mirpur dohs"""
"""nirvana block c bashundhara r/a""","""nirvana block c bashundhara r/a"""
"""plot 620 road 9 ave 2 mirpur dohs""","""plot 620 road 9 ave 2 mirpur dohs"""
"""physio aid physiotherapy home service in dhaka residential area dhanmondi""","""physio aid physiotherapy home service in dhaka residential area dhanmondi"""
"""razia tower 6/a/1 , rajia sarak abdul rafiq housing kallyanpur""","""rajia sarak abdul rafiq housing kallyanpur"""
"""chaap ghor road 9/a satmasjid road dhanmondi""","""chaap ghor road 9/a satmasjid road dhanmondi"""
"""327 i block road 1 bashundhara r/a""","""327 i block road 1 bashundhara r/a"""
"""rd s4 eastern housing pallabi""","""rd s4 eastern housing pallabi"""
"""dipaloy store mohammadia housing society mohammadpur""","""dipaloy store mohammadia housing society mohammadpur"""
"""hossain castle , 8, line 12 bauniabadh section 11""","""line 12 bauniabadh section 11"""
"""nabakumar institution & dr. shahidullah college 16 unmesh datta road noorbagh siddikbazar""","""nabakumar institution & dr. shahidullah college 16 unmesh datta road noorbagh siddikbazar"""
"""babar bari road 11 mohammadia housing society mohammadpur""","""babar bari road 11 mohammadia housing society mohammadpur"""
"""tritech building service ltd block i bashundhara r/a""","""tritech building service ltd block i bashundhara r/a"""
"""mejbani khana 36 kamal atatruk avenue banani""","""mejbani khana 36 kamal atatruk avenue banani"""
"""green arcadia 428 d block 7 no road block d bashundhara r/a""","""green arcadia 428 d block 7 no road block d bashundhara r/a"""
"""6/4 , mirpur road , dhanmondi r/a , shyamolimoli""","""shyamolimoli"""
"""aci gulshan avenue gulshan 1 gulshan""","""aci gulshan avenue gulshan 1 gulshan"""
"""japan garden city ring rd mohammadpur""","""japan garden city ring rd mohammadpur"""
"""nrb global bank limited 94 gulshan avenue dakkhin badda gulshan""","""nrb global bank limited 94 gulshan avenue dakkhin badda gulshan"""
"""schneider electric bangladesh gulshan 2 gulshan""","""schneider electric bangladesh gulshan 2 gulshan"""
"""443 d block 6 no road block d bashundhara r/a""","""443 d block 6 no road block d bashundhara r/a"""
"""zakir super market""","""zakir super market"""
"""dutch bangla bank ltd secretariat rd university of dhaka""","""dutch bangla bank ltd secretariat rd university of dhaka"""
"""34 road 7 section 12""","""34 road 7 section 12"""
"""tamanna pharmacy sayem sobhan anvir road block d bashundhara r/a""","""tamanna pharmacy sayem sobhan anvir road block d bashundhara r/a"""
"""bismillah fashion gallary sarulia demra""","""bismillah fashion gallary sarulia demra"""
"""6/2,block f,kazi nazrul islam road,mohammadpu""","""mohammadpu"""
"""fency housing,rd 1,kalunagar""","""kalunagar"""
"""food burger house""","""food burger house"""
"""house 17 road 14 sector 3 uttara""","""house 17 road 14 sector 3 uttara"""
"""trust filling station,airport rd,old airport""","""old airport"""
"""shri shri loknatha babar mandir,swamibag rd""","""swamibag rd"""
"""embassy of the federal republic of germany park road madani avenue gulshan 2""","""embassy of the federal republic of germany park road madani avenue gulshan 2"""
"""santi kunja 7 section 2""","""santi kunja 7 section 2"""
"""link persons international limited block d banani""","""link persons international limited block d banani"""
"""jigatola mart , moneshwar road dhanmondi""","""moneshwar road dhanmondi"""
"""fursan air block a mirpur 10""","""fursan air block a mirpur 10"""
"""bangabazar mor phonix road fakirap[ool gulistan""","""bangabazar mor phonix road fakirap[ool gulistan"""
"""the h hotel gulshan 2 gulshan""","""the h hotel gulshan 2 gulshan"""
"""house 151, road 8 block d bashundhara r/a""","""road 8 block d bashundhara r/a"""
"""l block sector -2 jame masjid block h aftabnagar""","""l block sector -2 jame masjid block h aftabnagar"""
"""mouchak bus stop dhaka chittagong highway muktajheel shiddhirganj naryanganj 1361""","""mouchak bus stop dhaka chittagong highway muktajheel shiddhirganj naryanganj 1361"""
"""bhojon roshik restora , block f mirpur 2""","""block f mirpur 2"""
"""quantum heart club , block a banasree""","""block a banasree"""
"""dmch garden park , dhaka medical college hospital bagan""","""dhaka medical college hospital bagan"""
"""ashik villa d 58 road 3 mohanagar housing project niketan""","""ashik villa d 58 road 3 mohanagar housing project niketan"""
"""bouddho mondir bus stopage autish dipankar road moddho bashabo komlapur""","""bouddho mondir bus stopage autish dipankar road moddho bashabo komlapur"""
"""aiport rent a car service , hjazrat shahjalal international airport kurmitola""","""hjazrat shahjalal international airport kurmitola"""
"""house 404 dhrubotara aftabuddin ahmed road block c""","""house 404 dhrubotara aftabuddin ahmed road block c"""
"""laila tower h 21 rd 4 gulshan 1""","""laila tower h 21 rd 4 gulshan 1"""
"""nova h 301 free school st kathalbagan""","""nova h 301 free school st kathalbagan"""
"""probash mohanagar prokolpo rampura""","""probash mohanagar prokolpo rampura"""
"""paribarik koborsthan lalsharai rd kachukhet mirpur 14""","""paribarik koborsthan lalsharai rd kachukhet mirpur 14"""
"""paribarik koborsthan lalsharani rd kachukhet mirpur 14""","""paribarik koborsthan lalsharani rd kachukhet mirpur 14"""
"""secret beauty residential area dhanmondi""","""secret beauty residential area dhanmondi"""
"""feni store h 89, sher e bangla rd mohammadpur""","""sher e bangla rd mohammadpur"""
"""boss burger""","""boss burger"""
"""hazrat shahjalal international airport terminal 2 airport road new airport road kurmitola sector 2""","""hazrat shahjalal international airport terminal 2 airport road new airport road kurmitola sector 2"""
"""parjatan bhaban agargaon mirpur""","""parjatan bhaban agargaon mirpur"""
"""la sierra 10 road 8 section 12""","""la sierra 10 road 8 section 12"""
"""a.d mart mirpur dohs main rd pallabi""","""a.d mart mirpur dohs main rd pallabi"""
"""mouchak rd muktajheel shiddhirganj naryanganj 1361""","""mouchak rd muktajheel shiddhirganj naryanganj 1361"""
"""chs house plot somprosharito pallabi mirpur 11.5""","""chs house plot somprosharito pallabi mirpur 11.5"""
"""ashiyan medical college cath lab barua khilkhet""","""ashiyan medical college cath lab barua khilkhet"""
"""road 10 mirpur dohs mirpur 12""","""road 10 mirpur dohs mirpur 12"""
"""dhaka wasa harun mollah eid gaon math pump station block a mirpur 12""","""dhaka wasa harun mollah eid gaon math pump station block a mirpur 12"""
"""look change output pallabi mirpur""","""look change output pallabi mirpur"""
"""house 166 block b road 4 block b bashundhara r/a""","""house 166 block b road 4 block b bashundhara r/a"""
"""meena bazar ecb chattar manikdi dhaka cantonment""","""meena bazar ecb chattar manikdi dhaka cantonment"""
"""locus road 11 block c banani""","""locus road 11 block c banani"""
"""rowjatus salihath mohila madrasha shah magdum avenue sector 11 uttara""","""rowjatus salihath mohila madrasha shah magdum avenue sector 11 uttara"""
"""house 117 road 11 block e banani dhaka""","""house 117 road 11 block e banani dhaka"""
"""dpdc banani office kemal ataturk avenue""","""dpdc banani office kemal ataturk avenue"""
"""hous ecleansing zone in bd , block e banani""","""block e banani"""
"""ansari camp madrasha road korail mohakhali""","""ansari camp madrasha road korail mohakhali"""
"""rd 87 gulshan 2""","""rd 87 gulshan 2"""
"""masud manor block f mirpur 2""","""masud manor block f mirpur 2"""
"""green line arambagh counter no 03 south kamalapur""","""green line arambagh counter no 03 south kamalapur"""
"""japan east west medical college""","""japan east west medical college"""
"""rifat store , enayetnagar""","""enayetnagar"""
"""department of architecture mist mirpur cantonment""","""department of architecture mist mirpur cantonment"""
"""h 726/5 rd adabor""","""h 726/5 rd adabor"""
"""cha block,mirpur 2,dhaka block a.mirpur 2""","""dhaka block a.mirpur 2"""
"""tongi,boubazar,machimpur""","""machimpur"""
"""camden town,60 feet,mukti housing,dokkhi monipur""","""dokkhi monipur"""
"""rupali housing,mirpur commerce college road""","""mirpur commerce college road"""
"""hira kutir h 330/4/k dit rd east rampura""","""hira kutir h 330/4/k dit rd east rampura"""
"""sorgiyo dutabash 181/d jafranbug residential area road wireless mogbazar""","""sorgiyo dutabash 181/d jafranbug residential area road wireless mogbazar"""
"""mh samorita medical college hospital""","""mh samorita medical college hospital"""
"""masum store modhubagh  hatirjheel""","""masum store modhubagh  hatirjheel"""
"""bti sandringham block h bashundhara r/a""","""bti sandringham block h bashundhara r/a"""
