Unnamed: 0,Pickup Point,last part,Pickup Area
723,"hazrat shah jalal international airport,terminal 1,airport road ,new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
732,"chayanir (chayanir), section 13, mirpur",MIRPUR,Mirpur
733,"hasna hena,48,girks schoold road,dhanmondi",DHANMONDI,Dhanmondi
734,"road 3, section 2",SECTION 2,Mirpur
735,"jononi furniture sector,sector 7,uttara",UTTARA,Uttara
740,"hazrat shahjalal international airport,terminal 1,airport road new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
741,"amita mini mart,jashimuddin ave,sector 01,uttara",UTTARA,Uttara
744,"state university of bangladesh,h 138,mirpur rd,kalabagan",KALABAGAN,Kalabagan
745,"global islami bank.atm booth,shyamoli,mohammadpur",MOHAMMADPUR,Mohammadpur
748,"alliance hospital limited,shyamoli,mohammadpur",MOHAMMADPUR,Mohammadpur
750,"khao san,residential area,dhanmondi",DHANMONDI,Dhanmondi
756,"ibn sina pharmacy , h 48, rd 9a, dhanmondi",DHANMONDI,Dhanmondi
761,"priya bhaban 1,section 2",SECTION 2,Mirpur
762,"house 42, road 25, block a, banani",BANANI,Banani
763,"royal buffet,residential area,dhanmondi",DHANMONDI,Dhanmondi
764,"prottasha bridge,dhaka ashulia highway,bhataliya,uttara",UTTARA,Uttara
767,"h 41, rd 2 , pc culture housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
804,"tejgaon registration complexjaame mosque, love road , east nakhalpara, niketon",NIKETON,Niketon
806,"motijheel ideal school and college office , mazar rd , agb colony , motijheel",MOTIJHEEL,Motijheel
812,"beauty , 318 , al haj abdus sobhan road , block  b , basundhara r/a",BASUNDHARA R/A,Bashundhara
821,"sohrawardy avenue , baridhara , gulshan",GULSHAN,Gulshan
822,"z/a , block d , salimullah road , mohammadpur",MOHAMMADPUR,Mohammadpur
833,"dc building , maolana bhasani road , fakirapool , paltan",PALTAN,Paltan
836,"alhaz md newaz ali , h 882 , rd 10 , khilgaon",KHILGAON,Khilgaon
837,"healthcare body spa , gulshan 1, gulshan",GULSHAN,Gulshan
846,"outer stadium,milk vita rd,block g,mirpur 2",MIRPUR 2,Mirpur
847,"17/,block c,tajmahal road,mohammadpur",MOHAMMADPUR,Mohammadpur
854,"la-bay services, bosila, mohammadpur",MOHAMMADPUR,Mohammadpur
856,"@42, road 1 niketon block a , niketon housing society , gulshan",GULSHAN,Gulshan
858,"jamuna future park , progati sarani , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
859,"dutch bangla bank,road 2,nikunja 2",NIKUNJA 2,Nikunja
861,"aaa engineers,sector 11,uttara",UTTARA,Uttara
863,"h 479, rd 16, block f , basundhara r/a",BASUNDHARA R/A,Bashundhara
864,"namapara,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
865,"police box,manik mia ave,dhanmondi",DHANMONDI,Dhanmondi
867,"future technology , kemal ataturk avenue , banani",BANANI,Banani
868,"airport road, new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
870,"white smile dentistry , road 130, gulshan 1 , gulshan",GULSHAN,Gulshan
871,"wasa,darussalam,mirpur",MIRPUR,Mirpur
875,"day dreamers hq,sector 17,uttara",UTTARA,Uttara
876,"ulab , h 56 , rd 4a, dhanmondi",DHANMONDI,Dhanmondi
877,"abinta kabir foundation school , madani  avenue , basundhara r/a",BASUNDHARA R/A,Bashundhara
878,"sara simran,h 17,18,rd 5,kaderabad housing,mohammadpur",MOHAMMADPUR,Mohammadpur
880,"house 52,road 10,sector  6,uttara",UTTARA,Uttara
917,"albratoss education,sector 7,uttara",UTTARA,Uttara
918,"crystal palace,rd 140,gulshan 1",GULSHAN 1,Gulshan
921,"polwel caranation shopping centre, sector 8, uttara",UTTARA,Uttara
923,"german club , gulshan 2 , gulshan",GULSHAN,Gulshan
924,"bangladesh eye hospital , sat masjid rd, dhanmondi",DHANMONDI,Dhanmondi
972,"ruap,sector 18,uttara",UTTARA,Uttara
973,"h 33/6, tajmahal rd , mohammadpur",MOHAMMADPUR,Mohammadpur
978,"afroza begum road,basundhara r/a",BASUNDHARA R/A,Bashundhara
981,"92, road 2 niketon ,  block  a , niketon housing society , gulshan",GULSHAN,Gulshan
982,"borak zahir tower,kazi nazrul islam ave,panthapath",PANTHAPATH,Panthapath
983,"majhar mistanno bhandar , h 77 , north south rd , alu bazar , bangladesh",BANGLADESH,Agargaon
985,"darussalam tower , 59/da , mirpur road , abdul rafiq housing , gabtali",GABTALI,Mirpur
996,"house 10,road 4,sector 3,uttara",UTTARA,Uttara
998,"airport masjid,new airport rd",NEW AIRPORT RD,Biman Bandar
1000,"azampur bus stop,sector 6,uttara",UTTARA,Uttara
1002,"h 18,rd 12.sector 5,uttara",UTTARA,Uttara
1003,"meraj nagar, dhaka , bangladesh",BANGLADESH,Agargaon
1004,"dutc bangla bank ltd atm,h 81,sayem sobhan tanvir rd,block e,basundhara r/a",BASUNDHARA R/A,Bashundhara
1007,"city bank americal lounge,new airport rd",NEW AIRPORT RD,Biman Bandar
1008,"raymond custom bespoke, gulshan 2, , gulshan",GULSHAN,Gulshan
1009,"confidence tower,h 5/kha,sat masjid rd,block f,mohammadpur",MOHAMMADPUR,Mohammadpur
1012,"kampai dhaka , road 35, gulshan 2, gulshan",GULSHAN,Gulshan
1014,"polwel carnation shopping centre,sector 8,uttara",UTTARA,Uttara
1015,"eagles dance company, roaf 03 , block -b , niketon",NIKETON,Niketon
1016,"basic comfort,road 03,sector 10,uttara",UTTARA,Uttara
1017,"navana real estate ltd, gulshan 2, gulshan",GULSHAN,Gulshan
1018,"shahi mithai,h 27,nazimuddin rd,begum bazar,chawkbazar",CHAWKBAZAR,Chawkbazar
1019,"rd 10 block i , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1020,"mutual trust bank,airport  road,new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
1021,"the h hotel , gulshan 2, gulshan",GULSHAN,Gulshan
1023,"road 1, block d, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1025,"standard bank ltd,sonargaon janapath,sector 13,uttara",UTTARA,Uttara
1026,"camerich , kamal atatruk avenue, gulshan 2, gulshan",GULSHAN,Gulshan
1027,"the east indian eatery,residential area,dhanmondi",DHANMONDI,Dhanmondi
1028,"h,i power refrigaretionsector 11,uttara",UTTARA,Uttara
1032,"abdullahpur beribadh circle,ic medical rd,uttara",UTTARA,Uttara
1038,"housed 33, road 1, sector 11, uttara",UTTARA,Uttara
1039,"indulge,gulshan 2,gulshan",GULSHAN,Gulshan
1040,"h 405, aftab uddin ahmed rd, block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1042,"ventura encarna,block i,banani",BANANI,Banani
1046,"moynul fashion tailors,sector 13,uttara",UTTARA,Uttara
1050,"tusuka identities, block f, banani",BANANI,Banani
1051,"sankar kazi office,west,dhanmondi",DHANMONDI,Dhanmondi
1052,"jbs borhan palace, roads 14 , block a, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1054,"academic building(stamford),siddheswari road,wireless,paltan",PALTAN,Paltan
1058,"putlir bari,plot 198,rd 6,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
1059,"fantasia food,h 960,shahid baki sarak,taltola,khilgaon",KHILGAON,Khilgaon
1061,"12, road 23/a, banani",BANANI,Banani
1063,"shahin carpet, 73, new elephant road , dhanmondi",DHANMONDI,Dhanmondi
1064,"aparijita,eskaton garden road,wireless,paltan",PALTAN,Paltan
1065,"hair salon , sector 12 , uttara",UTTARA,Uttara
1066,"ocean massage spa, gulshan2 , gulshan",GULSHAN,Gulshan
1069,"h 327, rd 3, block f, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1070,"house 15,road 19,sector 14,uttara",UTTARA,Uttara
1072,"rd 1/a,nobody housing society,mohammadpur",MOHAMMADPUR,Mohammadpur
1073,"emmabellerina , 74, road 17, banani",BANANI,Banani
1074,"jani villa,h 94,rd 23,banani",BANANI,Banani
1075,"roushon ara villa,house 403,nsu driveway,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
1080,"rd 1,sector 1,uttara",UTTARA,Uttara
1082,"kacchi bhai , ring road , mohammadpur",MOHAMMADPUR,Mohammadpur
1084,"grameenphone head office , alhaz abdus sobhan rd , block b, kuril",KURIL,Kuril
1085,"house 16, road 3, sector 5, uttara",UTTARA,Uttara
1086,"hk- dent dental care and implant center, road 10 /a, sector 11, uttara",UTTARA,Uttara
1087,"rd 8, block b, arambag r/a, rupnagar, pallabi",PALLABI,Pallabi
1090,"free school street mosjid  o madrasa pukurpar, free school street, dhanmondi",DHANMONDI,Dhanmondi
1092,"scic school, zoo rd ( ciriagana rd) , mirpur 2",MIRPUR 2,Mirpur
1093,"shoilpic , 403/c, i block road 4, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1094,"jakaria pharmacy,h 39/1,sher e bangla rd,tali office,west dhanmondi",WEST DHANMONDI,Dhanmondi
1095,"hazrat shahjalal international airport,terminal 1,airport road,new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
1100,"dominos pizza,residential area,dhanmondi",DHANMONDI,Dhanmondi
1101,"star kabab & resturent,block c,banani",BANANI,Banani
1102,"h 2,felani rd,gulshan 1",GULSHAN 1,Gulshan
1103,"imperial heaven,chha 56/b,badda girls school road,dakkhin badda,gulshan",GULSHAN,Gulshan
1108,"kings kabab and restaurant , rd 3, niketon",NIKETON,Niketon
1109,"coffee avenue , zafrabad , mohammadpur",MOHAMMADPUR,Mohammadpur
1112,"uniview bangladesh , block g , banani",BANANI,Banani
1119,"urban panorama , residential area , dhanmondi",DHANMONDI,Dhanmondi
1122,"lake lodge , sector 10 , uttara",UTTARA,Uttara
1123,"a 1 , road 2 , mohanagar housing project , niketon",NIKETON,Niketon
1127,"h 25, rd 11, sector 13 , uttara",UTTARA,Uttara
1128,"subway zone , sector 13 , uttara",UTTARA,Uttara
1129,"white face wash men's grooming saloon , jigatola , dhanmondi",DHANMONDI,Dhanmondi
1130,"nsu admin building , nsu driveway , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
1132,"dhaka power distribution company ltd , shahid baki sarak , taltola , khilgaon",KHILGAON,Khilgaon
1136,"h 3 q , rd 7 , block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
1137,"shamsuddin towels limited,kemal ataturk avenue,banani",BANANI,Banani
1140,"pizaa inn,rd 8,banani",BANANI,Banani
1142,"m f village , ta 160/3/d, badda high school road , dakkhin badda , gulshan",GULSHAN,Gulshan
1143,"shanta asset management limited , gulshan 1, gulshan",GULSHAN,Gulshan
1144,"boithok,block f,banani",BANANI,Banani
1150,"h 9,rd 28,banani",BANANI,Banani
1151,"road 17,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1153,"maolana bhasani road , fakirapool , paltan",PALTAN,Paltan
1156,"house 16,road 07,sector 13,uttara",UTTARA,Uttara
1157,"city alo ( banking for women ) , 18 , gulshan avenue , gulshan 1 , gulshan",GULSHAN,Gulshan
1159,"sika bangladesh limited,skylark mark,road 11,block d,banani",BANANI,Banani
1160,"pinewood cafe + kitchen , block e , banani",BANANI,Banani
1161,"39/a,road no 1block a,basundhara r/a",BASUNDHARA R/A,Bashundhara
1162,"mac-neils lounge block h , banani",BANANI,Banani
1163,"central hospital , h 19, north circular rd , dhanmondi",DHANMONDI,Dhanmondi
1169,"rhyme spinning mills ltd,sector 6,uttara",UTTARA,Uttara
1170,"house 61, road 12 , sector 10 , uttara",UTTARA,Uttara
1171,"maxs shoppers,sector 3,uttara",UTTARA,Uttara
1172,"trust bank limited atm , army stadium, banani",BANANI,Banani
1173,"bakharkhanir dokan,abdullahpur,atipara rd,sector 8,uttara",UTTARA,Uttara
1175,"pmtc bangladesh limited , road 34, gulshan ave , gulshan 1",GULSHAN 1,Gulshan
1176,"k r villa,house 305,road 305,road no 12,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
1179,"central hospital , h 19 , north circular rd , dhanmondi",DHANMONDI,Dhanmondi
1180,"abdullahpur bus stop,uttara",UTTARA,Uttara
1182,"trust bank limited atm, army stadium, banani",BANANI,Banani
1183,"907, outer circular road , shantibagh , malibagh",MALIBAGH,Malibagh
1186,"graphics design experts , shyamoli , mohammadpur",MOHAMMADPUR,Mohammadpur
1187,"welkin overrun,house 13,road 3f,sector 9,uttara",UTTARA,Uttara
1188,"mahmuda palace , 101, d block 6 no road , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
1189,"afghan grill,road 11,block h,banani",BANANI,Banani
1197,"amarelo , h 77/b , rd 3 , banani",BANANI,Banani
1199,"harun eye foundation hospital , road 6 , dhanmondi",DHANMONDI,Dhanmondi
1201,"aloki , tejgaon link road , niketon , gulshan",GULSHAN,Gulshan
1204,"atelier studio , sector 13 , uttara",UTTARA,Uttara
1206,"plot 281 281/b , sayem sobhan  anvir road , block  c , basundhara r/a",BASUNDHARA R/A,Bashundhara
1207,"cwn (a) , plot 1, gulshan",GULSHAN,Gulshan
1208,"artistic dental aid,road 2,block b,niketon,gulshan",GULSHAN,Gulshan
1209,"eastern bank ltd atm,motijheel rd,motijheel",MOTIJHEEL,Motijheel
1210,"chaad ride,mouchak market,malibagh",MALIBAGH,Malibagh
1211,"house - 47 , road -11 , sector-13 , uttara",UTTARA,Uttara
1214,"imarat motor cycle engine oil,dit rd,malibagh rail gate,malibagh",MALIBAGH,Malibagh
1215,"rasul nagar,dhaka,bangladesh",BANGLADESH,Agargaon
1219,"trimohoni poschimpara alhe hadith jame masjid,banashree demra rd,khilgaon",KHILGAON,Khilgaon
1225,"yasmeens,house 227,road 6c,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
1226,"lucky star,block f ,banani",BANANI,Banani
1227,"dutch bangla bank atm,airport road,new airport road,kurmitola,sector 2",SECTOR 2,Purbachal
1233,"fatemas fashion,green road,dhanmondi",DHANMONDI,Dhanmondi
1235,"navana somerset,14/4,45,chamilibagh,dokkhin shajahanpur,paltan",PALTAN,Paltan
1236,"ahnaf sanitory,193/1,132/22,green road,dhanmondi",DHANMONDI,Dhanmondi
1240,"khabar bilash,block b,section 12,pallabi (kalshi main road),mirpur",MIRPUR,Mirpur
1245,"227,road 12,section 12",SECTION 12,Mirpur
1246,"1/11,sir allama muhammad iqbal road,mohammadpur",MOHAMMADPUR,Mohammadpur
1248,"rd 12/a,dhanmondi lake park,dhanmondi",DHANMONDI,Dhanmondi
1249,"bashir razia villa,h 74,rd 18,banani",BANANI,Banani
1251,"sac,nsu rd,block b,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1253,"zakir pharmacy,taratek,uttara",UTTARA,Uttara
1255,"wooden spoon,nsu road 1st gate,basundhara r/a",BASUNDHARA R/A,Bashundhara
1259,"aarong , tejgaon gulshan link road , gulshan 1, gulshan",GULSHAN,Gulshan
1270,"bhuiya lodge , 8, road 3, section 2",SECTION 2,Mirpur
1271,"clothero, nosor uddin rd, matikata",MATIKATA,Matikata
1272,"vip tower , h 51/1, pir shaheber goli , shantinagar , motijheel",MOTIJHEEL,Motijheel
1275,"mitaly bhaban , 178, road 9, section 12",SECTION 12,Mirpur
1276,"house 52, road 27, dhanmondi",DHANMONDI,Dhanmondi
1280,"130, sarak 10  1, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1283,"jannatul juice & fast food , house building mor ( main road ) , uttara",UTTARA,Uttara
1285,"north south university , aftab uddin ahmed rd , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
1288,"mtb, h 36, rd 27, dhanmondi",DHANMONDI,Dhanmondi
1289,"bangladesh mohila somiti , new baily road , wireless , paltan",PALTAN,Paltan
1292,"71/a , road no 1 , block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
1296,"himu money exchange , kamal ataturk avenue , banani",BANANI,Banani
1297,"house 165/d , road 7 , block c , basundhara r/a",BASUNDHARA R/A,Bashundhara
1299,"house #273, sayem sobhan anvir road , block c, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1301,"valentine castle , h 83 , rd 23 , gulshan 1",GULSHAN 1,Gulshan
1302,"assign villa del zainab , 233, d block  7 no road , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
1303,"jannat medicine store , road 21 , sector 10 , uttara",UTTARA,Uttara
1306,"state university of bangladesh , zafrabad, mohammadpur",MOHAMMADPUR,Mohammadpur
1307,"jannat medicine store , road 21 , sectore 10 , uttara",UTTARA,Uttara
1308,"morning bell school , jashim uddin member road , civil aviation residential area, sector 2",SECTOR 2,Purbachal
1309,"ucb bank , road 34 , gulshan 1 , gulshan",GULSHAN,Gulshan
1310,"mayeems , h 9/b , rd 3 , gulshan 1",GULSHAN 1,Gulshan
1311,"basic kishnoor , 62/c asad avenue , mohammadpur",MOHAMMADPUR,Mohammadpur
1312,"academia outstanding english medium school 23 , road 113, gulshan 2 , gulshan",GULSHAN,Gulshan
1313,"fortune shopping mall , dit rd , mouchak market , malibagh",MALIBAGH,Malibagh
1316,"ventura encarna , block   i , banani",BANANI,Banani
1318,"house 64 , block b , road no . 8 , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
1320,"house 29, road 13 , sector 10 , uttara",UTTARA,Uttara
1321,"rangs z square , gulshan 2 , gulshan",GULSHAN,Gulshan
1323,"digital shop , 40, pantha path , dhanmondi",DHANMONDI,Dhanmondi
1326,"popular pharmacy , zafrabad , mohammadpur",MOHAMMADPUR,Mohammadpur
1327,"bhuiya lodge , 8 , road 3 , section 2",SECTION 2,Mirpur
1328,"nest sourcing ltd , rd 10 , mirpur dohs",MIRPUR DOHS,Mirpur
1330,"sushi kyubey , road 50 , gulshan 2 , gulshan",GULSHAN,Gulshan
1365,"chef's table , gulshan 1 , gulshan",GULSHAN,Gulshan
1370,"palmyra , 317 , road no 14, block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
1371,"north end coffee roasters , road 23 , gulshan 1 , gulshan",GULSHAN,Gulshan
1373,"dutch bangla bank atm , airport road , new airport road , kurmitola , sector 2",SECTOR 2,Purbachal
1375,"461 ,  i  block road 1 , basundhara r/a",BASUNDHARA R/A,Bashundhara
1377,"nongor , 323 , al haj abdus sobhan road , block b, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1381,"gulshan link rd,gulshan",GULSHAN,Gulshan
1382,"azim garments ltd,chadd uddan housing,mohammadpur",MOHAMMADPUR,Mohammadpur
1383,"saulys food,panthapath",PANTHAPATH,Panthapath
1389,"janata bank limited,west,dhanmondi",DHANMONDI,Dhanmondi
1392,"al matin tower,146,road 13b,banani",BANANI,Banani
1396,"surgeport logistics private limited , kemal ataturk avenue , banani",BANANI,Banani
1397,"saboz automobiles and car wash,road 3b,sector 15,uttara",UTTARA,Uttara
1400,"930 , sabrina sobhan 4th avenue road , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
1406,"namapara  , basundhara r/a",BASUNDHARA R/A,Bashundhara
1407,"oxford refrigeration , h 41/7, culvert rd , fakirapool",FAKIRAPOOL,Fakirapool
1408,"muslin international limited warehouse,dholipara,uttara",UTTARA,Uttara
1409,"dominant builder ltd,section 6,mirpur",MIRPUR,Mirpur
1411,"bar q tonite,27(old),dhanmondi",DHANMONDI,Dhanmondi
1412,"ideal college , central rd , dhanmondi",DHANMONDI,Dhanmondi
1413,"panda dumplings -pd,gulshan 2,gulshan",GULSHAN,Gulshan
1414,"hawladar furnitures , sector 3, uttara",UTTARA,Uttara
1415,"dhl express hotel office,joar shahara,kuril",KURIL,Kuril
1417,"road 23,dakkhin badda,gulshan",GULSHAN,Gulshan
1418,"shanghai 10, block c , banani",BANANI,Banani
1420,"14/1d,block d,sir sayed road,mohammadpur",MOHAMMADPUR,Mohammadpur
1422,"h 405, aftab uddin ahmed rd , block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1424,"new dhansiri restaurant - gulshan2, road 46, gulshan 2, gulshan",GULSHAN,Gulshan
1425,"hazi abdul latif mansion,h 9/a,alhaz abdus sobhan rd,basundhara r/a",BASUNDHARA R/A,Bashundhara
1427,"h 80/1,shantibag masjid rd,shantibag,malibagh",MALIBAGH,Malibagh
1428,"haven place,zafrabad,mohammadpur",MOHAMMADPUR,Mohammadpur
1429,"link in limited , block e, banani",BANANI,Banani
1434,"brac bank limited  atm booth , road 23 , block b , banani",BANANI,Banani
1437,"karim and sons,toyenbee circular rd,motijheel",MOTIJHEEL,Motijheel
1438,"shahid janani jahanara imam saroni , dhanmondi",DHANMONDI,Dhanmondi
1439,"10/10 , sir allama muhammad iqbal road , mohammadpur",MOHAMMADPUR,Mohammadpur
1440,"armana group ltd,road 71,gulshan 2,gulshan",GULSHAN,Gulshan
1443,"shaw wallace bangladesh lid , 3 , road 126 , dakkhin badda  , gulshan",GULSHAN,Gulshan
1444,"shwapno,h 35,kamal ataturk ave,banani",BANANI,Banani
1446,"rd 1 , block d , basundhara r/a",BASUNDHARA R/A,Bashundhara
1448,"keepex, sector 9, uttara",UTTARA,Uttara
1449,"lima dry cleaners , residential area, dhanmondi",DHANMONDI,Dhanmondi
1450,"2, road 4 , section 2",SECTION 2,Mirpur
1454,"iba , university of dhaka  , to provost banglo , wireless , paltan",PALTAN,Paltan
1459,"araddho , residential area , dhanmondi",DHANMONDI,Dhanmondi
1460,"house 80, road 23 , dakkhin badda , gulshan",GULSHAN,Gulshan
1461,"10, central road  , dhanmondi",DHANMONDI,Dhanmondi
1462,"500/a , mirpur road , dhanmondi",DHANMONDI,Dhanmondi
1463,"kurmitola general hospital , tongi diversion road , dhaka, bangladesh",BANGLADESH,Agargaon
1464,"but villa  , h 92-93 , kalabagan 2nd ln , kalabagan",KALABAGAN,Kalabagan
1465,"united hospital limited , gulshan 2 , gulshan",GULSHAN,Gulshan
1468,"bti calestial heights , gulshan 1, gulshan",GULSHAN,Gulshan
1470,"the green lounge, viqarunnisa road , teachers residences, paltan",PALTAN,Paltan
1472,"85, road 02, section 2",SECTION 2,Mirpur
1477,"oasis intermediate college  , sector 9 , uttara",UTTARA,Uttara
