"location","formatted_address","latitude","longitude"
"""bahsudnhara r/a""","Bangladesh","24.0","90.0"
"""green life hospital""","Green Life Hospital, Kristopur Road, Mymensingh District, Mymensingh - 2200, Bangladesh","24.7465222","90.4100964"
"""block b aftabnagar""","Bangladesh","24.0","90.0"
"""mohammadfp[ur""","Bangladesh","24.0","90.0"
"""jamayet hazrat abubakkar siddiq ( ra) dakhil madrasa""","Bangladesh","24.0","90.0"
"""mofizbagh housing adabar""","Ramchandrapur, Dhaka - 1207, Bangladesh","23.7683262","90.3506805"
"""modho paikpara""","Pāikpāra, Chittagong, Bangladesh","22.28455","91.9809"
"""paikpara officers quarter""","Bangladesh","24.0","90.0"
"""jameya hazrat abu bakar siddik (ra) dakhil madrasa""","Bangladesh","24.0","90.0"
"""road 15.banani""","15 Road 42, Gulshan, Dhaka - 1213, Bangladesh","23.7910519","90.4119781"
"""airport eailway station""","Bangladesh","24.0","90.0"
"""barua""","Dhaka District, Dhaka - 0000, Bangladesh","23.8360866","90.4541731"
"""gandaraia""","Bangladesh","24.0","90.0"
"""dhakacantonment""","Bangladesh","24.0","90.0"
"""bdcrictime mirpur model thana mirpur 2""","Mirpur, Bangladesh","23.805","90.366"
"""asi pacific  university""","Bangladesh","24.0","90.0"
"""dakkhi""","Bangladesh","24.0","90.0"
"""north south university ( nsu )""","Bangladesh","24.0","90.0"
"""sher -e- bangla""","Sher-E-Bangla National Cricket Stadium, Milk Vita Road, Borobagh, Dhaka - 1216, Bangladesh","23.8068796","90.3636422"
"""middle paikpara mirpur 1""","Islami Bank Bangladesh Ltd, Darus Salam Road, Tolarbag, Dhaka - 1916, Bangladesh","23.7972705","90.3530705"
"""bashudnhara ra/""","Bangladesh","24.0","90.0"
"""1216""","Mirpur, Dhaka - 1216, Bangladesh","23.8079774","90.3671381"
"""dhaka(opposite to radiant kindergarten school)""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""lalbagh road""","Lalbagh Road, Lalbag, Dhaka - 1211, Bangladesh","23.7204763","90.3849389"
"""mukti housing moddho paikpara""","Pāikpāra, Chittagong, Bangladesh","22.28455","91.9809"
"""mirpir 12""","Bangladesh","24.0","90.0"
"""trauma & spine surgeon""","trauma, Calle interna Hosp Razetti, 5201, Barinas State, Venezuela","8.6213085","-70.2030067"
"""chefs treat""","Bangladesh","24.0","90.0"
"""bashundhara  r/a""","Korean school, Bashundhara R/A, Aftab Uddin Ahmed Road, Kuril, Dhaka - 1229, Bangladesh","23.8166725","90.4294266"
"""mirpur 3""","Mirpur, Dhaka - 1216, Bangladesh","23.8081259","90.3545167"
"""jomider goli""","Jomider Bari, 45/Ao/11 Nasir Khaner Goli;Dhalka Nogor Lane, Faridabad, Dhaka - 1204, Bangladesh","23.6994374","90.4242615"
"""mohammadp;ur""","","",""
"""dhaka univeristy""","Bangladesh","24.0","90.0"
"""abshundhara r/a""","Bangladesh","24.0","90.0"
"""lack city""","Bangladesh","24.0","90.0"
"""house 77""","house, Jamalpur, Jamalpur Sadar Upazila, Bangladesh","24.9207982","89.9626115"
"""d haka aricha highway""","Bangladesh","24.0","90.0"
"""safiuddin sarak academy rd""","Bangladesh","24.0","90.0"
"""naya bazar""","Naya Bazar, Brahmanbazar - Shamshernagar Road, Moulvibazar District, Moulvibazar - 3231, Bangladesh","24.4569879","91.9630985"
"""uttar shahjahanpur""","Uttar Brodol Primary School, Fakirapool Road, Fakirapool, Dhaka - 1000, Bangladesh","23.7307262","90.4153716"
"""bashpur""","Bashpur, Cumilla - Chandpur Highway, Bagmara, -, Bangladesh","23.3326007","91.1116123"
"""prime cafe""","Bangladesh","24.0","90.0"
"""notun baz""","Bangladesh","24.0","90.0"
"""kalindi""","Kalindi, 36/a Indira Road, Rajabazar, Dhaka - 1215, Bangladesh","23.7578945","90.3846959"
"""bhasantek""","Bhashantek, Dhaka - 1206, Bangladesh","23.8108874","90.3905526"
"""chairmanbari.banani""","Bangladesh","24.0","90.0"
"""fakirapool water tank circle""","Bangladesh","24.0","90.0"
"""mirrpur 11""","Bangladesh","24.0","90.0"
"""east namapara kabarsthan rd""","Bangladesh","24.0","90.0"
"""basundhara main gate""","Bangladesh","24.0","90.0"
"""ring road mohammadpur""","Ring Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7704499","90.3590732"
"""aalok mother and child care centre""","Bangladesh","24.0","90.0"
"""paschim dhanmondi""","Paschim Raja Bazar Jame Masjid, 58 Raja Bazar- Indira Road, Shukrabad, Dhaka - 1215, Bangladesh","23.7550338","90.3813883"
"""tsc""","TSC, Mymensingh-Gafargaon Highway, Mymensingh District, Balipara - 2220, Bangladesh","24.7230095","90.4383028"
"""azimpur rd""","Azimpur Road, Azimpur, Dhaka - 1211, Bangladesh","23.7267732","90.3838496"
"""rupnagar residential area mirpur""","Mirpur, Bangladesh","23.805","90.366"
"""pizza burg mirpur""","Pizza Burg, Avenue-1, Shah Ali Bagh, Dhaka - 1216, Bangladesh","23.8035626","90.3548671"
"""sangbad""","Bangladesh","24.0","90.0"
"""koshai bazar dakshinkhan""","Bangladesh","24.0","90.0"
"""government employee hospital fulbaria""","Phulbāria, Dhaka Division, Bangladesh","24.06077","90.59398"
"""sommona tower ( south banashree )""","Bangladesh","24.0","90.0"
"""joynogor govt officers quarter gate mirpur 13""","Mirpur, Bangladesh","23.805","90.366"
"""north south  university ( nsu )""","Bangladesh","24.0","90.0"
"""mirpur 10 circle""","Mirpur-10 Circle, Mirpur, Dhaka - 1216, Bangladesh","23.8070887","90.368613"
"""dayaganj rd""","Sonali Bank PLC., Dayaganj Branch, Doyagonj New Rd, Dhaka, 78/3 Doyagonj Road, Dayaganj, Dhaka - 1203, Bangladesh","23.7107324","90.4240189"
"""kallyanpur mirpur""","SOS Childrens Villages Bangladesh, Non-governmental organization, Mirpur Road, Kallyanpur, Dhaka - 1207, Bangladesh","23.7740692","90.3669193"
"""farmgate  tejgaon""","Prime Minister's Office, Office Of The Prime Minister Bangladesh Bijoy Sharani, Tejgaon, Dhaka - 1212, Bangladesh","23.7683525","90.3918572"
"""mi""","Bangladesh","24.0","90.0"
"""senparaparbata
ahmed nagar""","Nagar Chāchkia, Rājshāhi Division, Bangladesh","24.09326","89.34041"
"""tejgaon airport""","Tejgaon Airport, Prime Minister's Office Rd, Tejgaon, Dhaka - 1215, Bangladesh","23.7787587","90.3847949"
"""bonorsree block a road 1 n/s""","Bangladesh","24.0","90.0"
"""tejgao l/a""","Bangladesh","24.0","90.0"
"""dorgaon""","Bangladesh","24.0","90.0"
"""1341""","Dhaka District, - 1341, Bangladesh","23.895162","90.3112241"
"""sayed nagar notun bazar""","Bāzār, Rangpur Division, Bangladesh","25.74442","88.49186"
"""south chayabithi rd""","Islami Bank Bangladesh Limited, Bashabo Branch, Bashabo-Madartek Road, Bashabo, Dhaka - 1214, Bangladesh","23.7403862","90.4326774"
"""uttor badda""","Badda, Dhaka - 1212, Bangladesh","23.7854175","90.4279147"
"""234/4 east nakhalpara road""","East Nakhalpara Road, Nakhalpara, Dhaka - 1208, Bangladesh","23.7706096","90.3981905"
"""dhaka ripotars unity""","Bangladesh","24.0","90.0"
"""janata housing  mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""gulshan  1""","Gulshan, Dhaka - 1212, Bangladesh","23.780553","90.4169"
"""north south university ( nsu)""","Bangladesh","24.0","90.0"
"""gloria jean's coffees gulshan avenue""","Bangladesh","24.0","90.0"
"""naryanganj 1400""","1400, Bangladesh","23.7219","90.5789"
"""mohammadia housing limited""","Mohammadia Baitut Taqwa Jaame Masjid, Mosque, Road No. 3, Mohammadpur, Dhaka - 1207, Bangladesh","23.7601376","90.3537813"
"""tilpapara community center poribar porikolpona""","Bangladesh","24.0","90.0"
"""rb tower 5th floor 56/9 lake circus
west panthapath kalabagan""","Bangladesh","24.0","90.0"
"""jadur char""","Jadur Char, Raomari Upazila, Bangladesh","25.4974577","89.8008688"
"""savar 1340""","Dhaka District, Savar - 1340, Bangladesh","23.8477","90.2587"
"""kathabagan""","Bangladesh","24.0","90.0"
"""dhaka ( arman khan goli)""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""shegunbagicha""","Shegunbagicha, Bangladesh","23.73138","90.40649"
"""mohhamadia""","Bangladesh","24.0","90.0"
"""pabna colony""","Hydrology Colony, DWDB, Pabna., Hamayetpur, Pabna Sadar Upazila, Bangladesh","24.0058765","89.21752"
"""shongsadh bhaban""","Bangladesh","24.0","90.0"
"""chowdhurypara""","Hajipara, Dhaka - 1219, Bangladesh","23.7549944","90.4180312"
"""basundhara  r/a""","Bangladesh","24.0","90.0"
"""মিরপুর ১২""","Mirpur 12, Dhaka Metropolitan, Dhaka District, Bangladesh","23.8251043","90.3706719"
"""tasty treat uttar badda""","Bādua, Dhaka Division, Bangladesh","24.34671","90.00523"
"""new  eskaton""","Kawran Bazar, Dhaka - 1234, Bangladesh","23.7472147","90.3980307"
"""2nd ln""","2nd Lane, Gopibag, Dhaka - 1203, Bangladesh","23.7224916","90.4248358"
"""shyamoli road no. 2 mukti housing shyamoli""","Bangladesh Film Archive, 60 Feet Road, Sher-E-Bangla Nagar, Dhaka - 1916, Bangladesh","23.7772935","90.3705672"
"""national institute of traumatology & orthopaedic rehabilitati""","National Institute of Traumatology and Orthopaedic Rehabilitation, Syed Mahbub Morshed Avenue, Sher-E-Bangla Nagar, Dhaka - 1207, Bangladesh","23.7731331","90.369471"
"""tilapara khilgaon""","Tilpapara Jame Mosque, Shantipur Road, Khilgaon, Dhaka - 1219, Bangladesh","23.7459811","90.4283068"
"""shakil saroni""","Bangladesh","24.0","90.0"
"""bashunhdara r/a""","Bangladesh","24.0","90.0"
"""block -d bashundhara r/a""","Bashundhara Residential Area, Dhaka, Dhaka District, Bangladesh","23.8163715","90.4332023"
"""1462""","Narayanganj District, - 1462, Bangladesh","23.7841871","90.5705581"
"""poschim monipur""","Manipur, Bangladesh","23.47172","91.0612"
"""crop road""","Crop harvesting road, Sunamganj District, Uzanyarabad Village -, Bangladesh","24.7370013","91.1678237"
"""west arichapur  rustampur""","Rustampur, Bangladesh","23.09877","90.78926"
"""red chicken outlet 3""","Bangladesh","24.0","90.0"
"""basundhara residensial""","Bangladesh","24.0","90.0"
"""taltola khil gaon""","Bangladesh","24.0","90.0"
"""marium tower 1""","Marium Tower - 2, Ka-72/7 Lake View Street, Gulshan, Dhaka - 1212, Bangladesh","23.7911223","90.4226836"
"""gopibag sutrapur""","Bangladesh Oxford School - Wari, Chandi Charan Bosh St, Dhaka, Dhaka-Chittagong Highway, Gulistan, Dhaka - 1203, Bangladesh","23.7193846","90.4181691"
"""guslahn""","Bangladesh","24.0","90.0"
"""dhanmond""","Bangladesh","24.0","90.0"
"""amerul badda""","Bādua, Dhaka Division, Bangladesh","24.34671","90.00523"
"""uttara model twon""","Bangladesh","24.0","90.0"
"""cha""","Bangladesh","24.0","90.0"
"""dhanmodndi""","Bangladesh","24.0","90.0"
"""mazar road counter""","Bangladesh","24.0","90.0"
"""malinagh""","Bangladesh","24.0","90.0"
"""fulbaria 1740""","Fulbaria, Gazipur District, Bangladesh","24.1892148","90.3087797"
"""sks tower vip road mohakhali""","Bangladesh","24.0","90.0"
"""adabor mohammadpur""","Bangladesh Specialised Dental Clinic, 112 Road 3, Mohammadpur, Dhaka - 1207, Bangladesh","23.7629379","90.3567682"
"""azimpur bus stop""","Eden Mohila College Bus stop, Azimpur Rd, Dhaka, Mirpur Road, Azimpur, Dhaka - 1211, Bangladesh","23.72925","90.3860741"
"""dhaka aricha highway savar dhaka""","Dhaka - Aricha Highway, Dokkhinpara, Savar - 1340, Bangladesh","23.8466549","90.2570723"
"""york hospital""","Bangladesh","24.0","90.0"
"""siddik bazar""","Bongshal, Dhaka - 1100, Bangladesh","23.7218052","90.4082481"
"""basundhara residential area""","Basundhara Hotel & Restaurant বসুন্ধরা হোটেল এন্ড রেঁস্তোরা, Chittagong - Rangamati Road, Laliarhut, Hathazari Upazila - 4335, Bangladesh","22.4417927","91.820137"
"""mirpur rd  shyamoli""","Mirpur Road, Kallyanpur, Dhaka - 1916, Bangladesh","23.7755836","90.364882"
"""uttar chhayabithy rd""","Bangladesh","24.0","90.0"
"""kuril bissorod""","Bangladesh","24.0","90.0"
"""syadabad bus stand""","Bangladesh","24.0","90.0"
"""sector 6.uttara""","Uttara, Dhaka - 1276, Bangladesh","23.8728982","90.4030022"
"""shanmondi r/a""","Bangladesh","24.0","90.0"
"""gazipur paurashava""","Bangladesh","24.0","90.0"
"""masjid rd  naya paltan""","Dhaka Trade Center Jame Masjid ~ Gulistan, Dhaka Trade Central, Gulistan Rd, Dhaka, Najimuddin Road, Gulistan, Dhaka - 1100, Bangladesh","23.7234556","90.4113648"
"""pallabi extention""","Bangladesh","24.0","90.0"
"""house 25 road 9a""","House Road, Bagerhat District, Bagerhat - 9300, Bangladesh","22.6552014","89.7926091"
"""ginza""","Ginza, 25 Road 11, Gulshan, Dhaka - 1213, Bangladesh","23.7901079","90.408093"
"""legal solutions high-court area shahbagh""","Bangladesh","24.0","90.0"
"""wireless mogbazar""","Stamford University Bangladesh, 51 Siddeshwari Road, Shiddheswari, Dhaka - 1217, Bangladesh","23.7444824","90.4083602"
"""jatra""","Jatra Bangladesh Ltd, 60, 2nd Floor Kamal Ataturk, Gulshan, Dhaka - 1213, Bangladesh","23.7932789","90.4092818"
""". kalabagan""","Bangladesh","24.0","90.0"
"""basabon""","Bangladesh","24.0","90.0"
"""niketon housing society niketon""","Bangladesh","24.0","90.0"
"""balur math""","Maniknagar, Dhaka - 1232, Bangladesh","23.7235445","90.4388958"
"""ashirbad banani dohs""","Bangladesh","24.0","90.0"
"""safiuddin sarker academy rd""","Safiuddin Sarker Academy Road, Cherag Ali, Tongi - 1712, Bangladesh","23.9091405","90.39288"
"""labaid pharmacy uttara 2""","Uttara, Bangladesh","23.8667","90.4"
"""rifat garments & varities store""","","",""
"""hazrat shhajalal international airport""","Bangladesh","24.0","90.0"
"""sakhari bazar""","Sakhari Bazar Road, Muktarpur, Mirkadim - 1502, Bangladesh","23.556064","90.5010748"
"""clemon indira road club""","Bangladesh","24.0","90.0"
"""bijoynagar""","Paltan, Dhaka - 1000, Bangladesh","23.7333337","90.4121528"
"""poschim na""","Poschim Shekh Para Canal, Morrelganj Upazila, Bangladesh","22.4597886","89.8075384"
"""bansree""","Bangladesh","24.0","90.0"
"""dhaka university shahbagh""","Bangladesh","24.0","90.0"
"""university of dhaka a""","Bangladesh","24.0","90.0"
"""100 feet""","100 feet sleeping Buddha, Ramu, Cox's Bazar District, Bangladesh","21.4479158","92.0929854"
"""uttar khan""","Uttar Khan, Dhaka - 1276, Bangladesh","23.8814882","90.437178"
"""matir rasta moinartek""","Bangladesh","24.0","90.0"
"""kalabagan 2nd ln""","Bangladesh","24.0","90.0"
"""dhanmodni""","Bangladesh","24.0","90.0"
"""kadamtala.bashabo""","Kadamtala Bridge, Madartek, Dhaka - 1214, Bangladesh","23.7372072","90.4389984"
"""kamrangichar""","Bangladesh","24.0","90.0"
"""12 shantinagar pir shaheber goli""","Bangladesh","24.0","90.0"
"""rd 6 adabor""","Adabor Road 6, Adabar, Dhaka - 1207, Bangladesh","23.772436","90.3560798"
"""emerald pride""","Bangladesh","24.0","90.0"
"""shialbari""","Mirpur, Dhaka - 1216, Bangladesh","23.8101366","90.3570951"
"""1230""","Dhaka District, - 1230, Bangladesh","23.8569832","90.4074893"
"""jamiatul uloomil islamia dhaka mohammadia residenatial area  mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""road no 9  dhaka bangladesh""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""mirpure 12""","Bangladesh","24.0","90.0"
"""lalamatia""","Minar Mosque/Lalamatia C Block Jame Masjid, Road 1, Mohammadpur, Dhaka - 1207, Bangladesh","23.755332","90.3707364"
"""darussalam darus salam""","Darussalam Dumping Station, Government office, Footover Bridge, Adabar, Dhaka - 1916, Bangladesh","23.7799167","90.3539607"
"""karnaphuliu garden city""","Bangladesh","24.0","90.0"
"""sohrawardy medical college & hospital""","Shahid Sohrawardy Medical College and Hospital, Mirpur Road, Lalmatia, Dhaka - 1207, Bangladesh","23.7691814","90.3713444"
"""1343""","Dhaka District, - 1343, Bangladesh","23.8714155","90.2641792"
"""17/19 horicharon ray road foridabad dhaka 1204""","1204, Bangladesh","23.7011","90.4263"
"""district employement and manpower office (demo)dhaka""","Dhaka Division, Bangladesh","24.16667","90.41667"
"""korail mohakhali""","Gulshan, Dhaka - 1213, Bangladesh","23.7862603","90.4090856"
"""utttara""","Bangladesh","24.0","90.0"
"""new mohakhali dohs dhaka""","2Rs2, new dohs, mohakhali Bir Uttam A. K. Khandakar Road, Gulshan, Dhaka - 2467, Bangladesh","23.7815117","90.4001144"
"""3510""","Cumilla District, - 3510, Bangladesh","23.4518684","90.9535456"
"""bashundhaar r/a""","Bangladesh","24.0","90.0"
"""188/b bir uttam mir shawkat sarak""","187, 188/B Bir Uttam Mir Shawkat Sarak, Niketan, Dhaka - 1208, Bangladesh","23.7696716","90.4070105"
"""postogola""","Postogola, Dhaka - 1204, Bangladesh","23.6917791","90.4287048"
"""tb  gate road gate mohakhali""","Road Number 01, Gulshan, Dhaka - 2467, Bangladesh","23.7810001","90.4068724"
"""shewrapara bus stand""","West Shewrapara (bus Stand road), Pirerbag, Dhaka, Dhaka District, Bangladesh","23.7905819","90.3712486"
"""harirampur""","Harirampur, Harirampur Subdistrict, Bangladesh","23.7495322","89.974537"
"""tej""","Bangladesh","24.0","90.0"
"""shaymoli mohammadpur""","Shaymoli Technical School and College, Beribadh Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7592876","90.3526656"
"""1952 historic mother language movement's amtola gate  1952 oitihashik amtola""","Āmtola, Rangpur Division, Bangladesh","26.36232","88.52936"
"""d block 8 no road block d bashundhara r/a""","Bangladesh","24.0","90.0"
"""azimpur  rd""","Azimpur Road, Azimpur, Dhaka - 1211, Bangladesh","23.7267732","90.3838496"
"""gpx central service dhaka mohakhali dohs""","Bangladesh","24.0","90.0"
"""transparent gaffur castle""","Bangladesh","24.0","90.0"
"""niketon gulshan 1""","82/1 Road 2 Niketon, Block A, Gulshan, Dhaka - 1213, Bangladesh","23.7775406","90.411036"
"""mirbag rampura dit link rd mogbazar""","Bangladesh","24.0","90.0"
"""mirpur 5""","Bangladesh Shishu Academy (Mirpur Branch)(বাংলাদেশ শিশু একাডেমী (মিরপুর শাখা)), ৫ 4, Mirpur 11, Dhaka - 1216, Bangladesh","23.8167491","90.3667949"
"""rampuraa""","Bangladesh","24.0","90.0"
"""manikdi""","Manikdi, Dhaka - 1206, Bangladesh","23.8270857","90.3923784"
"""1720""","Narayanganj District, - 1720, Bangladesh","23.8731788","90.580945"
"""nawab chatga uttara""","Uttara, Bangladesh","23.8667","90.4"
"""dhanmondid r/a""","Bangladesh","24.0","90.0"
"""house 338 road 5 avenue 3 mirpur dohs""","Bangladesh","24.0","90.0"
"""bahsundhara r/""","Bangladesh","24.0","90.0"
"""shadarghat""","Bangladesh","24.0","90.0"
"""bashudnhara ra""","Bangladesh","24.0","90.0"
"""ashulia 1341""","Ashulia, Savar - 1341, Bangladesh","23.8969898","90.3289577"
"""nobinagar savar""","Nobinagar, Savar, RAB office, Government office, N5, Bishmile, Nobinagar - 1334, Bangladesh","23.917396","90.2489664"
"""sector 05""","China Bangladesh Friendship Exhibition Center, Dhaka City Bypass, Narayanganj District, Purbachal - 0000, Bangladesh","23.8426962","90.5338706"
"""kaderabad housing mohammadpur""","Bangladesh Eye Hospital, Satmasjid Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7517112","90.3673685"
"""kollanpur 12no road""","Bangladesh","24.0","90.0"
"""red chick'n outlet 2""","Bangladesh","24.0","90.0"
"""লালবাগ""","Lalbag, Dhaka - 1211, Bangladesh","23.7180752","90.3846389"
"""chowdhury party house & restaurant best community center in dhaka dogair signboard""","Azimpur Party House Mosque, Azimpur Koborsthan Road, Azimpur, Dhaka - 1211, Bangladesh","23.7311699","90.3830921"
"""mohammadpur dhaka""","Bangladesh University, 15/1 Iqbal Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7616428","90.3674589"
"""airport jame masjid
kurmitola""","Bangladesh","24.0","90.0"
"""dhan""","Crop field of Dhan Pur, Borhanuddin Subdistrict, Bangladesh","22.5472569","90.6878982"
"""blo""","Bangladesh","24.0","90.0"
"""mohanagar project""","Bangladesh","24.0","90.0"
"""c""","c, Barguna, Barguna Sadar Subdistrict, Bangladesh","22.1695727","90.183805"
"""moddho paikapara""","Bangladesh","24.0","90.0"
"""boro bazar""","Gabtali, Dhaka - 1916, Bangladesh","23.786857","90.3406189"
"""manikmia avenue""","Bangladesh","24.0","90.0"
"""free school st dhanmondi""","Free School Street, Panthopath, Dhaka - 1215, Bangladesh","23.7494976","90.3899519"
"""kmalapur""","Bangladesh","24.0","90.0"
"""poschim madartek""","Bangladesh","24.0","90.0"
"""mirpur 2 main rd""","Scholastica Senior Campus Mirpur, 2/B, 2/C Main Road - 13, Mirpur, Dhaka - 1216, Bangladesh","23.8055923","90.3765748"
"""mess alpha""","Bangladesh","24.0","90.0"
"""house 25""","house, Jamalpur, Jamalpur Sadar Upazila, Bangladesh","24.9207982","89.9626115"
"""bgb headquarter pilkhana""","Pilkhāna, Bangladesh","22.57764","90.42629"
"""mohkhali dohs""","Bangladesh","24.0","90.0"
"""lokhnath sweets""","Lokhnath Sweets, Dhaka-Narayanganj Link Road, Bhuigar, Narayanganj - 1421, Bangladesh","23.6246134","90.4985678"
"""salimullah road mohammadpur""","Salimullah Road, Mohammadpur, Dhaka - 1207, Bangladesh","23.7610676","90.3633893"
"""koltabazar sutrapur""","Lakshmibazar, Dhaka - 1100, Bangladesh","23.7119045","90.41338"
"""munshiganj""","Munshiganj, Munshiganj Sadar Upazila, Bangladesh","23.5483797","90.5349722"
"""shekhertek mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""north chapain""","Bangladesh","24.0","90.0"
"""savar mini zoo""","Savar Mini Zoo, Savar Cantonment Zoo Rd, Savar Union, Dhaka District, Savar - 1343, Bangladesh","23.8656552","90.27493"
"""aminbazar""","Dhaka District, Savar - 1354, Bangladesh","23.7864942","90.330182"
"""gopibag senroad""","Bangladesh","24.0","90.0"
"""bijoy  rakeen city building a8 tower 2""","Bangladesh","24.0","90.0"
"""dhaka aricha highway""","Dhaka - Aricha Highway, Manikganj District, Manikganj - 1800, Bangladesh","23.8702616","89.9908794"
"""aminabazar""","Bangladesh","24.0","90.0"
"""genda""","Genda, Dhaka - Aricha Highway, Dokkhinpara, Savar - 1340, Bangladesh","23.833901","90.258979"
"""brac university south badda""","BRAC University, ডিআইটি রোড, Gulshan, Dhaka - 1212, Bangladesh","23.7733146","90.424371"
"""mirour""","Bangladesh","24.0","90.0"
"""bijoy rakeen  city""","Bangladesh","24.0","90.0"
"""dhnamondi""","Bangladesh","24.0","90.0"
"""narsingdi""","Narsingdi, Narsingdi Sadar Upazila, Bangladesh","23.9197152","90.7152981"
"""palashi government staff colony""","Palashi Government Staff Colony, Azimpur Rd, Dhaka, Azimpur Road, Azimpur, Dhaka - 1211, Bangladesh","23.7262311","90.3872494"
"""suttrapur""","Bangladesh","24.0","90.0"
"""mohammadi housing society mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""airport rd farmgate""","Airport Road, Tejgaon, Dhaka - 1215, Bangladesh","23.761344","90.3892428"
"""mon""","Mon Khali, Cox's Bazar District, Bangladesh","21.09605","92.1295942"
"""4700""","Cox's Bazar District, - 4700, Bangladesh","21.4265278","91.9832133"
"""134 west agargaon""","Agargaon, Dhaka - 1916, Bangladesh","23.7812337","90.3689456"
"""arjotpara mohakhali""","Nakhalpara, Dhaka - 2467, Bangladesh","23.7766111","90.3961091"
"""biman  bahini welfare tro""","Bangladesh","24.0","90.0"
"""mir""","Bangladesh Shooting Sports Federation, Bir Uttam Mir Shawkat Sarak, Gulshan, Dhaka - 1212, Bangladesh","23.7735428","90.4165996"
"""shnatinagar""","Bangladesh","24.0","90.0"
"""moktar bari rd""","Bangladesh","24.0","90.0"
"""mini balcony razia sultana road mohammadpur""","Mohammadpur, Bangladesh","23.7659","90.35851"
"""syamoli""","Bangladesh","24.0","90.0"
"""dhaka cntonment""","Bangladesh","24.0","90.0"
"""west dhnamondi""","Bangladesh","24.0","90.0"
"""baridhara gulshan""","Embassy of Japan in Bangladesh, 5–7 Dutabash Road, Gulshan, Dhaka - 1212, Bangladesh","23.7988752","90.4204626"
"""homeolife homeopathy & wellness""","","",""
"""alam nagar central jame mosque""","Alam Nagar Central Jame Mosque আলম নগর কেন্দ্রীয় জামে মসজিদ থেকে, Dhaka - Aricha Highway, Hemayetpur, Boliarpur - 1347, Bangladesh","23.7958273","90.2807759"
"""darussalom darus salam""","Bangladesh","24.0","90.0"
"""baridhara dhaka 1212""","Baridhara, Dhaka - 1212, Bangladesh","23.8028663","90.4196081"
"""ghosh gao koborsthan panjagana masjid paschim ga""","Bangladesh","24.0","90.0"
"""kakrai;""","Kakrai, Bairrad Tahsil, India","25.7070053","77.4058341"
"""subaddha""","Bangladesh","24.0","90.0"
"""alam nagar hemayetpur""","Hemayetpur, Boliarpur, Savar Subdistrict, Bangladesh","23.7977847","90.2808529"
"""keraniganj sibdistrict""","Bangladesh","24.0","90.0"
"""kazi najar""","Bangladesh","24.0","90.0"
"""sector2""","China Bangladesh Friendship Exhibition Center, Dhaka City Bypass, Narayanganj District, Purbachal - 0000, Bangladesh","23.8426962","90.5338706"
"""0""","Xishxehman palace Fatikchhari, Fatikchhari, Fatikchhari Upazila, Bangladesh","22.6839448","91.789139"
"""zigatola""","Zigatola Model Government Primary School, Jigatala Road, Dhaka District, Dhaka - 1209, Bangladesh","23.7375494","90.3724231"
"""salam dairy farm and food products basabo buddha mundir""","Bangladesh","24.0","90.0"
"""sector 4 uttara""","Uttara, Dhaka - 1276, Bangladesh","23.8641998","90.4028027"
"""sobhanbag manik mia avenue""","Bangladesh","24.0","90.0"
"""lazeez""","FC 97 Lazeez Dine, Tempu Stand Road, Chanpur, Kalia - 7520, Bangladesh","23.0413428","89.6289086"
"""sangsad bhaban""","Sangsad Bhaban Road, Sobhanbag, Dhaka - 1215, Bangladesh","23.7613375","90.3802553"
"""zuri by karishma rahman""","Bangladesh","24.0","90.0"
"""sector 8 uttara""","Uttara, Dhaka - 1276, Bangladesh","23.8777293","90.4038344"
"""babu bazzar""","Bangladesh","24.0","90.0"
"""uttara sector 10 jame mosque""","Uttara 10 No. Sector Jame Mosque, Road 2, Uttara, - 1231, Bangladesh","23.8805436","90.3910663"
"""manjil housing manikdi""","Mānikdi, Dhaka Division, Bangladesh","24.86226","90.46855"
"""terminal 2 hazrat shahjalal international airportafter""","Bangladesh","24.0","90.0"
"""caf banani""","Bangladesh","24.0","90.0"
"""shantikunjo""","Shantikunjo Mor, Auto rickshaw stand, Bara Kalibari Rd, Tangail District, Tangail - 1900, Bangladesh","24.2437223","89.9130645"
"""west karfrul""","Bangladesh","24.0","90.0"
"""nimtoli""","Bangladesh","24.0","90.0"
"""shantibagh mosjid er goli""","Bangladesh","24.0","90.0"
"""bangladesh biman bahini welfare trust""","Bangladesh","24.0","90.0"
"""road 2 baridhara dohs""","Joar Sahara, Dhaka, Dhaka District, Bangladesh","23.8131162","90.4131292"
"""purba kaziparara""","Bangladesh","24.0","90.0"
"""shewapara bus stand""","Bangladesh","24.0","90.0"
"""segumbagicha""","Bangladesh","24.0","90.0"
"""dohs bypass gulshan""","Gulshan, Bangladesh","23.7917","90.4167"
"""ondi""","Bangladesh","24.0","90.0"
