,id,original_address,cleaned_address,matched_variation,latitude,longitude,provider
7569,4733,"SEA SHELL HOTEL & PARTY PALACE , SECTOR 10 , UTTARA","SEA SHELL HOTEL & PARTY PALACE , SECTOR 10 , UTTARA",SECTOR 10 UTTARA,23.8823382,90.3893745,Nominatim
7570,4734,"BAITUL MUKKARAM NATIONAL MASJID,BAITUL MUKKARAM RD,PURANA PALTAN","BAITUL MUKKARAM NATIONAL MASJID,BAITUL MUKKARAM RD,PURANA PALTAN",RD PURANA PALTAN,23.73046785,90.4123524014352,Nominatim
7572,4736,"CHAYA BITHI , H 360, DILU RD , NEW ESKATON","CHAYA BITHI , H 360, DILU RD , NEW ESKATON",H 360 DILU RD NEW ESKATON,23.75014628098928,90.39994979433088,Nominatim
7573,4737,"BEAUTY CLOSET , MOHAKHALI DOHS","BEAUTY CLOSET , MOHAKHALI DOHS",MOHAKHALI DOHS,23.78090465,90.39574251401798,Nominatim
7574,4738,"AQUARIUM FISH & BIRD , BLOCK K , BARIDHARA","AQUARIUM FISH & BIRD , BLOCK K , BARIDHARA",K BARIDHARA,23.8033575,90.4202620749678,Nominatim
7575,4739,"CHILD STAR IDEAL SCHOOL,ABDUL LATIF KHANDAKAR SARAK,SOLMAID,VATARA","CHILD STAR IDEAL SCHOOL,ABDUL LATIF KHANDAKAR SARAK,SOLMAID,VATARA",SOLMAID VATARA,23.7985609,90.42463690274424,Nominatim
7576,4740,"PROMI AGRO FOOD LTD, ABDULLAHPUR , ATIPARA RD , SECTOR 8 , UTTARA","PROMI AGRO FOOD LTD, ABDULLAHPUR , ATIPARA RD , SECTOR 8 , UTTARA",ABDULLAHPUR ATIPARA RD SECTOR 8 UTTARA,23.8796916,90.4014838,Nominatim
7579,4743,"H 202, RD 8 , MAHANAGAR HOUSING PROJECT , RAMPURA","H 202, RD 8 , MAHANAGAR HOUSING PROJECT , RAMPURA",PROJECT RAMPURA,23.7659671,90.4131499,Nominatim
7580,4744,"ROAD-14 , SECTOR 6 , UTTARA","ROAD-14 , SECTOR 6 , UTTARA","ROAD-14 , SECTOR 6 , UTTARA, Dhaka, Bangladesh",23.873835834851985,90.387365767158,Nominatim
7583,4747,"TIMIT , 39 , ROAD NO 1 , BLOCK A , BASHUNDHARA R/A","TIMIT , 39 , ROAD NO 1 , BLOCK A , BASHUNDHARA R/A",ROAD NO 1 BLOCK A BASHUNDHARA R/A,23.812355740851743,90.42839093534366,Nominatim
7584,4748,TWENTY TWENTY RESTAURANT AND PARTY CENTER,TWENTY TWENTY RESTAURANT AND PARTY CENTER,RESTAURANT AND PARTY CENTER,23.7395734,90.375673,Nominatim
7586,4751,"H 7/A1 , LALMATIA RD , BLOCK B , LALMATIA 1207","H 7/A1 , LALMATIA RD , BLOCK B , LALMATIA 1207",B LALMATIA 1207,23.7567008,90.3691554,Nominatim
7587,4752,"GENERAL OPTICS,SHAH ALI BAG,MIRPUR 1","GENERAL OPTICS,SHAH ALI BAG,MIRPUR 1",MIRPUR 1,23.79829355,90.35366684080552,Nominatim
7589,4754,"RD 7 , DHAMALKOT , DHAKA CANTONMENT","RD 7 , DHAMALKOT , DHAKA CANTONMENT",DHAKA CANTONMENT,23.81583815,90.41049407160516,Nominatim
7590,4755,"H 17 , BIR UTTAMM CR DATTA RD , HATIRPOOL","H 17 , BIR UTTAMM CR DATTA RD , HATIRPOOL",CR DATTA RD HATIRPOOL,23.74812195,90.39291855,Nominatim
7591,4756,Star Kabab & Restaurant,Star Kabab & Restaurant,"Star Kabab & Restaurant, Dhaka, Bangladesh",23.7393534,90.38101,Nominatim
7592,4757,"DAIRY BANGLA FOODS LTD . ( HEAD OFFICE ) , SECTOR 7 , UTTARA","DAIRY BANGLA FOODS LTD . ( HEAD OFFICE ) , SECTOR 7 , UTTARA",. ( HEAD OFFICE ) SECTOR 7 UTTARA,23.8742923,90.3812897,Nominatim
7593,4758,"1350/1, RUNWAY ROAD, WEST KAFRUL PURBA KAZIPARA","1350/1, RUNWAY ROAD, WEST KAFRUL PURBA KAZIPARA",WEST KAFRUL PURBA KAZIPARA,23.7992408,90.3719878,Nominatim
7598,4763,"RUPALI BANK LTD, DIT RD , MAlibagh","RUPALI BANK LTD, DIT RD , MAlibagh",BANK LTD DIT RD MAlibagh,23.7535716,90.4152446,Nominatim
7600,4765,"BANGLADESH SPECIALIZED HOSPITAL SHYAMOLI , MOHAMMADPUR","BANGLADESH SPECIALIZED HOSPITAL SHYAMOLI , MOHAMMADPUR",SHYAMOLI MOHAMMADPUR,23.7732093,90.36529165440749,Nominatim
7601,4766,"EDGE EDUCATION , BLOCK F , BANANI","EDGE EDUCATION , BLOCK F , BANANI",BLOCK F BANANI,23.7876855,90.4013312,Nominatim
7603,4768,"BAF SHAHEEN HALL , NIR UTTAM ZIAUR RAHMAN RD , SHAHEENBAG","BAF SHAHEEN HALL , NIR UTTAM ZIAUR RAHMAN RD , SHAHEENBAG",UTTAM ZIAUR RAHMAN RD SHAHEENBAG,23.77663911424322,90.3947960396858,Nominatim
7604,4769,STATIONERY H 6/4 BLOCK A LALMATIA,STATIONERY H 6/4 BLOCK A LALMATIA,6/4 BLOCK A LALMATIA,23.7626638,90.36967935944288,Nominatim
7607,4772,"BURHANI HARDWARE & GLASS , SEGUNBAGICHA","BURHANI HARDWARE & GLASS , SEGUNBAGICHA",& GLASS SEGUNBAGICHA,23.7207678,90.417562,Nominatim
7608,4773,AZRAT SHAH JALAL INTERNATIONAL AIRPORT,AZRAT SHAH JALAL INTERNATIONAL AIRPORT,SHAH JALAL INTERNATIONAL AIRPORT,23.8431441,90.40530318364304,Nominatim
7609,4774,"BANGLADESH INTERNATIONAL SCHOOL & COLLEGE , RD 27 , MOHAKHALI DOHS","BANGLADESH INTERNATIONAL SCHOOL & COLLEGE , RD 27 , MOHAKHALI DOHS","BANGLADESH INTERNATIONAL SCHOOL & COLLEGE , RD 27 , MOHAKHALI DOHS, Dhaka, Bangladesh",23.7813225,90.3946711,Nominatim
7610,4775,"ANWAR KHAN MODERN HOSPITAL PHARMACY , H 17 , RD 8 , DHANMONDI","ANWAR KHAN MODERN HOSPITAL PHARMACY , H 17 , RD 8 , DHANMONDI",RD 8 DHANMONDI,23.7345054,90.3849282,Nominatim
7611,4776,"KAMAL CAR AND AC CENTER , ROAD 35 , SECTOR 7 , UTTARA","KAMAL CAR AND AC CENTER , ROAD 35 , SECTOR 7 , UTTARA",ROAD 35 SECTOR 7 UTTARA,23.873002400433787,90.40001823558956,Nominatim
7614,4779,"BANGLADESH EYE HOSPITAL  , MIRPUR ,  BLOCK D , MIRPUR 2","BANGLADESH EYE HOSPITAL  , MIRPUR ,  BLOCK D , MIRPUR 2",MIRPUR BLOCK D MIRPUR 2,23.8040317,90.3576432,Nominatim
7616,4781,HANIF ENTERPRISE KALLYANPUR MIRPUR,HANIF ENTERPRISE KALLYANPUR MIRPUR,ENTERPRISE KALLYANPUR MIRPUR,23.7952992,90.3737759,Nominatim
7618,4783,"PIZZA HUT RM CENTRE , GULSHAN AVENUE , GULSHAN -2","PIZZA HUT RM CENTRE , GULSHAN AVENUE , GULSHAN -2",GULSHAN AVENUE GULSHAN 2,23.7962493,90.4176239,Nominatim
7619,4784,"MAF CLOTH SHOP , SOUTH KALLYANPUR","MAF CLOTH SHOP , SOUTH KALLYANPUR",SHOP SOUTH KALLYANPUR,23.7889,90.3524309139703,Nominatim
7620,4785,"AVENUE 2 , ROAD 12, H 875, MIRPUR","AVENUE 2 , ROAD 12, H 875, MIRPUR",ROAD 12 H 875 MIRPUR,23.825150570117746,90.3688397244849,Nominatim
7622,4787,"BHAMUPUTRO,SHAHID CAPTAIN MONSUR ALI RD,OLD ESKATON","BHAMUPUTRO,SHAHID CAPTAIN MONSUR ALI RD,OLD ESKATON",ESKATON,23.7472147,90.3980307,Nominatim
7623,4788,"T AND T GIRLS COLLEGE , TNT SCHOOL ROAD , WIRELESS , MOHAKHALI , DHAKA 1212","T AND T GIRLS COLLEGE , TNT SCHOOL ROAD , WIRELESS , MOHAKHALI , DHAKA 1212",ROAD WIRELESS MOHAKHALI DHAKA 1212,23.783580158088792,90.40653798928572,Nominatim
7624,4789,"H KA 14/10, SHAHID FAZLUL HAQUE RD , NADDA","H KA 14/10, SHAHID FAZLUL HAQUE RD , NADDA",HAQUE RD NADDA,23.812246,90.4244156,Nominatim
7625,4790,"INDEPENDENT UNIVERSITY BANGLADESH ( IUB) , BASHUNDHARA R/A","INDEPENDENT UNIVERSITY BANGLADESH ( IUB) , BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7626,4791,"SUNSHINE TRAVEL AIR INTERNATIONAL , SECTOR 1 , UTTARA","SUNSHINE TRAVEL AIR INTERNATIONAL , SECTOR 1 , UTTARA",INTERNATIONAL SECTOR 1 UTTARA,23.86466675,90.39863391521511,Nominatim
7627,4792,"NSB JAHANARA VILLA,WEST SHEWRAPARA,MIRPUR","NSB JAHANARA VILLA,WEST SHEWRAPARA,MIRPUR",WEST SHEWRAPARA MIRPUR,23.79215255,90.37773118668198,Nominatim
7628,4793,"GABTOLI CATTLE MARKET , GABTOLI , MIRPUR","GABTOLI CATTLE MARKET , GABTOLI , MIRPUR",GABTOLI CATTLE MARKET GABTOLI MIRPUR,23.7827544,90.3377247,Nominatim
7629,4794,"OBHIJAQTRIK SCHOOL , 5, ROAD 9 , PALLABI EXTENSION , PALLABI , 1000","OBHIJAQTRIK SCHOOL , 5, ROAD 9 , PALLABI EXTENSION , PALLABI , 1000",PALLABI 1000,23.8261574,90.3641863,Nominatim
7630,4795,"BANGABANDHU NATIONAL STADIUM , PURANA PALTAN","BANGABANDHU NATIONAL STADIUM , PURANA PALTAN",PURANA PALTAN,23.73847486638381,90.4115120125867,Nominatim
7631,4796,"H 53/10, ED 10 , JANATA HOUSING , MOHAMMADPUR","H 53/10, ED 10 , JANATA HOUSING , MOHAMMADPUR",ED 10 JANATA HOUSING MOHAMMADPUR,23.796305,90.3653163,Nominatim
7632,4797,"232/A , KHILGAON TILAPARA ROAD NO 06 DHAKA","232/A , KHILGAON TILAPARA ROAD NO 06 DHAKA",TILAPARA ROAD NO 06 DHAKA,23.74598105,90.4283068025,Nominatim
7633,4798,"MUSTAFA MART , BASHUDNHARA CITY GREEN ROAD , PANTHAPATH","MUSTAFA MART , BASHUDNHARA CITY GREEN ROAD , PANTHAPATH",GREEN ROAD PANTHAPATH,23.7506802,90.3872005,Nominatim
7634,4799,"RK TRAVELS , DARUSSALAM , KALLYANPUR","RK TRAVELS , DARUSSALAM , KALLYANPUR",DARUSSALAM KALLYANPUR,23.77843615,90.35604084070364,Nominatim
7635,4800,"EMBASSY OF THE REPUBLIC OF INDONESIA,GULSHAN 2,GULSHAN","EMBASSY OF THE REPUBLIC OF INDONESIA,GULSHAN 2,GULSHAN","EMBASSY OF THE REPUBLIC OF INDONESIA,GULSHAN 2,GULSHAN, Dhaka, Bangladesh",23.7958374,90.41238798743908,Nominatim
7636,4801,"UNITED INTERNATIONAL UNIVERSITY ( UIU) MAIN CAMPUS , UNITED CITY , MADANI AVENUE , BADDA","UNITED INTERNATIONAL UNIVERSITY ( UIU) MAIN CAMPUS , UNITED CITY , MADANI AVENUE , BADDA",AVENUE BADDA,23.7844845,90.425671,Nominatim
7637,4802,"SUCHONA COMMUNITY CENTER, RING RD , MOHAMMADPUR","SUCHONA COMMUNITY CENTER, RING RD , MOHAMMADPUR",RING RD MOHAMMADPUR,23.77044991431222,90.35907324092732,Nominatim
7638,4803,"H 487 , SHAHID BAKI SARAK , TALTOLA , KHILGAON","H 487 , SHAHID BAKI SARAK , TALTOLA , KHILGAON",TALTOLA KHILGAON,23.7515626,90.42465191158236,Nominatim
7639,4804,"ZERINA HOMES , 549 , BLOCK F, ROAD 17 , BASHUNDHARA R/A","ZERINA HOMES , 549 , BLOCK F, ROAD 17 , BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7640,4805,"PROGRES GROUP , ROAD 17/A , BLOCK E , BANANI","PROGRES GROUP , ROAD 17/A , BLOCK E , BANANI",ROAD 17/A BLOCK E BANANI,23.7927316,90.4069139,Nominatim
7641,4806,NHA TOWER BLOKC B ROAD 16-17 LALMATIA 1207,NHA TOWER BLOKC B ROAD 16-17 LALMATIA 1207,16 17 LALMATIA 1207,23.7567008,90.3691554,Nominatim
7642,4807,"H 151 , RD 10 , BLOCK G , BASHUNDHARA R/A","H 151 , RD 10 , BLOCK G , BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7645,4810,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",NEW AIRPORT ROAD KURMITOLA SECTOR 2,23.83988669419721,90.41726329074338,Nominatim
7646,4811,"GULISTAN SHAHEED MATIUR PARK , GULISTAN PARK","GULISTAN SHAHEED MATIUR PARK , GULISTAN PARK",GULISTAN SHAHEED MATIUR PARK GULISTAN PARK,23.7238618,90.4140061,Nominatim
7648,4813,"RIVER AND RAIN LTD , BANANI DOHS","RIVER AND RAIN LTD , BANANI DOHS",LTD BANANI DOHS,23.7776633,90.3950068,Nominatim
7649,4814,"MODINA GENERAL STORE , LAKE SHORE DRIVE , BANANI , GULSHAN","MODINA GENERAL STORE , LAKE SHORE DRIVE , BANANI , GULSHAN",LAKE SHORE DRIVE BANANI GULSHAN,23.79005926276451,90.4214373295012,Nominatim
7650,4815,"31, ROAD 15, MIRPUR DOHS, MIRPUR 12","31, ROAD 15, MIRPUR DOHS, MIRPUR 12",ROAD 15 MIRPUR DOHS MIRPUR 12,23.83995334455181,90.36520950558382,Nominatim
7652,4817,"H 249/8 , BOSILA RD , CHAD UDDAN , MOHAMMADPUR","H 249/8 , BOSILA RD , CHAD UDDAN , MOHAMMADPUR",UDDAN MOHAMMADPUR,23.7643684,90.3478272,Nominatim
7653,4818,"MIRPUR 6 NO BAZAR,MIRPUR 6","MIRPUR 6 NO BAZAR,MIRPUR 6",BAZAR MIRPUR 6,23.810498,90.3664167,Nominatim
7656,4821,"EIDGAH MATH,TAJMAHAL RD,MOHAMMADPUR","EIDGAH MATH,TAJMAHAL RD,MOHAMMADPUR",TAJMAHAL RD MOHAMMADPUR,23.763331483363903,90.36220813542982,Nominatim
7657,4822,"BASIC YOUSUF PRANGON,PALLABI,MIRPUR","BASIC YOUSUF PRANGON,PALLABI,MIRPUR",PALLABI MIRPUR,23.82463715,90.36759485,Nominatim
7658,4823,"BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH","BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH","BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH, Dhaka, Bangladesh",23.751142,90.39064113117404,Nominatim
7659,4824,"DOMESTIC  TERMINAL ( DAC ), HAZRAT SHAHJALAL INTERNATIONAL AIRPORT","DOMESTIC  TERMINAL ( DAC ), HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",( DAC ) HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,23.8431441,90.40530318364304,Nominatim
7660,4825,"RD 107 , GULSHAN 1","RD 107 , GULSHAN 1","RD 107 , GULSHAN 1, Dhaka, Bangladesh",23.7806557,90.41508047093998,Nominatim
7661,4826,"MITALI OPTICS , MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1","MITALI OPTICS , MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1",SHOPPING COMPLEX MIRPUR 1,23.7986576,90.3528801240906,Nominatim
7662,4827,"TAX COMMISSIONER OFFICE ZONE 9 , RD 16 , SECTOR 4, UTTARA","TAX COMMISSIONER OFFICE ZONE 9 , RD 16 , SECTOR 4, UTTARA",9 RD 16 SECTOR 4 UTTARA,23.8626859,90.4021622729188,Nominatim
7663,4828,"REGIONAL PASSPORT OFFICE , DHAKA WEST (MOHAMMADPUR), BOSILA","REGIONAL PASSPORT OFFICE , DHAKA WEST (MOHAMMADPUR), BOSILA",(MOHAMMADPUR) BOSILA,23.756529224275905,90.35914330235236,Nominatim
7664,4829,"MEDINOVA MEDICAL SERVICES LTD,H 71/A,RD 5/A,DHANMONDI","MEDINOVA MEDICAL SERVICES LTD,H 71/A,RD 5/A,DHANMONDI",RD 5/A DHANMONDI,23.741325,90.3732106,Nominatim
7665,4830,"SPRING CASTEL, ROAD NO. 4 , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR","SPRING CASTEL, ROAD NO. 4 , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR","SPRING CASTEL, ROAD NO. 4 , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR, Dhaka, Bangladesh",23.75987305,90.35405146369403,Nominatim
7667,4832,"TAKEOUT,SAT MASJID RD,DHANMONDI","TAKEOUT,SAT MASJID RD,DHANMONDI",MASJID RD DHANMONDI,23.7353531,90.3847341,Nominatim
7668,4833,"CHOWDHURY BARI , H 68, RD 8 , BANANI","CHOWDHURY BARI , H 68, RD 8 , BANANI",H 68 RD 8 BANANI,23.789207151399257,90.4037365413466,Nominatim
7669,4834,"H 5 , RD 12 , SOUTH BANASHREE PROJECT , RAMPURA","H 5 , RD 12 , SOUTH BANASHREE PROJECT , RAMPURA",PROJECT RAMPURA,23.7659671,90.4131499,Nominatim
7670,4835,"PAIKPARA TRAFFIC POLICE BOX,MIRPUR 1","PAIKPARA TRAFFIC POLICE BOX,MIRPUR 1",TRAFFIC POLICE BOX MIRPUR 1,23.7817493,90.3517731,Nominatim
7671,4836,"74/B , ROAD NO 14 , MUKTI HOUSING , KALLYANPUR","74/B , ROAD NO 14 , MUKTI HOUSING , KALLYANPUR",ROAD NO 14 MUKTI HOUSING KALLYANPUR,23.7858083,90.3717024,Nominatim
7672,4837,"BIYE BARI RESTAURANT , SHAT MASJID ROAD , DHANMONDI","BIYE BARI RESTAURANT , SHAT MASJID ROAD , DHANMONDI",ROAD DHANMONDI,23.74176825,90.38277645,Nominatim
7673,4838,"GARLIC "" N"" GINGER GULSHAN , GULSHAN 1 , GULSHAN","GARLIC "" N"" GINGER GULSHAN , GULSHAN 1 , GULSHAN",GULSHAN GULSHAN 1 GULSHAN,23.7767885,90.4165283,Nominatim
7674,4839,"IDEAL KHELAR  MATH , BLOCK D , BANSAREE","IDEAL KHELAR  MATH , BLOCK D , BANSAREE",BANSAREE,23.75975955,90.43938059699848,Nominatim
7675,4840,"H 2/2,RD 2B,BANANI","H 2/2,RD 2B,BANANI",RD 2B BANANI,23.78710455,90.40109625,Nominatim
7676,4841,"ALHAZ MAKBUL HOSSAIN BISHABIDYALOY COLLEGE BHABAN,2,H 41/2,KADERABAD HOUSING GOLI,KATASUR","ALHAZ MAKBUL HOSSAIN BISHABIDYALOY COLLEGE BHABAN,2,H 41/2,KADERABAD HOUSING GOLI,KATASUR",41/2 KADERABAD HOUSING GOLI KATASUR,23.754567851376056,90.36122802496094,Nominatim
7677,4842,"express house, block h, banani","express house, block h, banani",h banani,23.78267525,90.40115981575588,Nominatim
7678,4843,"SALEH TOWER , SECTOR 13 , UTTARA","SALEH TOWER , SECTOR 13 , UTTARA",TOWER SECTOR 13 UTTARA,23.8643373,90.3991571,Nominatim
7679,4844,"SKY VIEW RESTAURANT & PARTY CENTER , SECTOR 4 , UTTARA","SKY VIEW RESTAURANT & PARTY CENTER , SECTOR 4 , UTTARA",& PARTY CENTER SECTOR 4 UTTARA,23.8689823,90.420392,Nominatim
7681,4846,"RAINY'S PLACE , BANANI DOHS","RAINY'S PLACE , BANANI DOHS",BANANI DOHS,23.794234722576057,90.4003372843106,Nominatim
7682,4847,"AIRPORT POLICE STATION, NEW AIRPORT ROAD","AIRPORT POLICE STATION, NEW AIRPORT ROAD","AIRPORT POLICE STATION, NEW AIRPORT ROAD, Dhaka, Bangladesh",23.8502772,90.4090675,Nominatim
7683,4848,"H 806, RD 21 , BLOCK G, BASHUNDHARA R/A","H 806, RD 21 , BLOCK G, BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
7684,4849,"BLOCK I , BASHUNDHARA R/A","BLOCK I , BASHUNDHARA R/A","BLOCK I , BASHUNDHARA R/A",23.8166725,90.42942658076268,Nominatim
7685,4850,"SQUARE HOSPITALS LTD,PANTHAPATH,RD,KALABAGAN","SQUARE HOSPITALS LTD,PANTHAPATH,RD,KALABAGAN",PANTHAPATH RD KALABAGAN,23.7475556,90.3805653,Nominatim
7686,4852,"Y /21 , RAZIA SULTANA ROAD , MOHAMMADPUR","Y /21 , RAZIA SULTANA ROAD , MOHAMMADPUR","Y /21 , RAZIA SULTANA ROAD , MOHAMMADPUR, Dhaka, Bangladesh",23.76216455,90.36155675,Nominatim
7687,4853,"BARI MONJIL , 30, ROAD 100, GULSHAN 2, GULSHAN","BARI MONJIL , 30, ROAD 100, GULSHAN 2, GULSHAN","BARI MONJIL , 30, ROAD 100, GULSHAN 2, GULSHAN, Dhaka, Bangladesh",23.79285395,90.4170146326423,Nominatim
7688,4854,"Moharaja sweets,  rd 1B,  sector 9 ,  uttara","Moharaja sweets,  rd 1B,  sector 9 ,  uttara",rd 1B sector 9 uttara,23.864037583352847,90.39154834934368,Nominatim
7689,4855,"ICDDR , B BANGLADESH , SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN","ICDDR , B BANGLADESH , SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN",AVENUE MOHAKHALI GULSHAN,23.7937922,90.41546858472827,Nominatim
7690,4856,"AMTOLI CIRCLE , MOHAKHALI","AMTOLI CIRCLE , MOHAKHALI",MOHAKHALI,23.7799893,90.40832416910112,Nominatim
7692,4858,"AL MADINA PHARMACY 2, GULSHAN 2, GULSHAN","AL MADINA PHARMACY 2, GULSHAN 2, GULSHAN","AL MADINA PHARMACY 2, GULSHAN 2, GULSHAN, Dhaka, Bangladesh",23.7943759,90.4146827,Nominatim
7693,4859,"GHOROYA RESTORA AND HOTEL , H 186 , TOYENBEE CIRCULAR RD , ARAMBAG","GHOROYA RESTORA AND HOTEL , H 186 , TOYENBEE CIRCULAR RD , ARAMBAG",CIRCULAR RD ARAMBAG,23.73332944837838,90.4248713148124,Nominatim
7694,4860,"RULI,H 40,RD 8,NIKUNJA 2","RULI,H 40,RD 8,NIKUNJA 2",H 40 RD 8 NIKUNJA 2,23.831162159055268,90.4178650066081,Nominatim
7695,4861,"H 60,RD 6,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR","H 60,RD 6,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR",60 RD 6 PC CULTURE HOUSING SOCIETY MOHAMMADPUR,23.77221031511343,90.36433941941824,Nominatim
7696,4862,3.35,3.35,"3.35, Dhaka, Bangladesh",23.7643863,90.3890144,Nominatim
7697,4863,"TAWAI , ROAD 3/A, DHANMONDI","TAWAI , ROAD 3/A, DHANMONDI",ROAD 3/A DHANMONDI,23.7430932,90.38810619903369,Nominatim
7698,4864,SADAR GHAT,SADAR GHAT,"SADAR GHAT, Dhaka, Bangladesh",23.7058771,90.40925664721776,Nominatim
7699,4865,"RAJUK TRADE CENTER,NIKUNJA 2","RAJUK TRADE CENTER,NIKUNJA 2",CENTER NIKUNJA 2,23.8274212,90.4200134,Nominatim
7700,4866,"ICDDR,B,MOHAKHALI","ICDDR,B,MOHAKHALI",B MOHAKHALI,23.78059225,90.40960175788676,Nominatim
7701,4867,GULISTAN BUS STAND,GULISTAN BUS STAND,GULISTAN BUS STAND,23.7084803,90.4202771,Nominatim
7702,4868,"MIAMI AIRCON , AGB COLONY , KAMALAPUR","MIAMI AIRCON , AGB COLONY , KAMALAPUR",AGB COLONY KAMALAPUR,23.7328989,90.42129745425532,Nominatim
7703,4869,"2 NO WARD COMMUNITY CENTER,BLOCK A,MIRPUR 12","2 NO WARD COMMUNITY CENTER,BLOCK A,MIRPUR 12",BLOCK A MIRPUR 12,23.8182143,90.37940845,Nominatim
7704,4870,"GOR- E- SHAHID MAZAR TAXI STAND , AZIMPUR , LALBAGH","GOR- E- SHAHID MAZAR TAXI STAND , AZIMPUR , LALBAGH",AZIMPUR LALBAGH,23.718842950000003,90.38815279077748,Nominatim
7705,4871,"SEGUNBAGICHA SARKARI BARO TALA MOR , SEGUNBAGICHA RD","SEGUNBAGICHA SARKARI BARO TALA MOR , SEGUNBAGICHA RD",MOR SEGUNBAGICHA RD,23.7303021,90.4152891,Nominatim
7706,4872,"POLWEL CARNATION SHOPPING CENTER , SECTOR 8 , UTTARA","POLWEL CARNATION SHOPPING CENTER , SECTOR 8 , UTTARA",SECTOR 8 UTTARA,23.8777293,90.4038344,Nominatim
7708,4874,"road 16/a, banani","road 16/a, banani","road 16/a, banani, Dhaka, Bangladesh",23.7957434,90.4047809,Nominatim
7709,4875,"UNITED COMMERCIAL BANK LTD,RD 34,GULSHAN 1","UNITED COMMERCIAL BANK LTD,RD 34,GULSHAN 1",RD 34 GULSHAN 1,23.780553,90.4169,Nominatim
7711,4877,"FUTURE ED ENGLISH LANGUAGE INSTITUTE , KEMAL ATATRK AVENUE , BANANI","FUTURE ED ENGLISH LANGUAGE INSTITUTE , KEMAL ATATRK AVENUE , BANANI",ATATRK AVENUE BANANI,23.794191627296247,90.41222433349044,Nominatim
7712,4878,"DHAKA MEDICAL COLLEGE HOSPITAL EMERGENCY GATE , SHAHBAGH","DHAKA MEDICAL COLLEGE HOSPITAL EMERGENCY GATE , SHAHBAGH",SHAHBAGH,23.7400837,90.3960061,Nominatim
7716,4882,BUP UNIVERSITY,BUP UNIVERSITY,"BUP UNIVERSITY, Dhaka, Bangladesh",23.8399925,90.3575774,Nominatim
7717,4883,"REGIONAL PASSPORT OFFICE , UTTARA PLOT 5 RD 4 , SECTOR 12 , UTTARA","REGIONAL PASSPORT OFFICE , UTTARA PLOT 5 RD 4 , SECTOR 12 , UTTARA",PLOT 5 RD 4 SECTOR 12 UTTARA,23.8694439,90.381329,Nominatim
7718,4884,"662/1 , ROAD 14 , ADABOR , MOHAMMADPUR , 1207","662/1 , ROAD 14 , ADABOR , MOHAMMADPUR , 1207",14 ADABOR MOHAMMADPUR 1207,23.77375687138449,90.35743275320807,Nominatim
7719,4885,"UCB EXPRESS,JAMUNA FUTURE PARK,KURIL","UCB EXPRESS,JAMUNA FUTURE PARK,KURIL",JAMUNA FUTURE PARK KURIL,23.8135723,90.4240237678542,Nominatim
7720,4886,"STEADFAST COURIER, SECTOR 9 , UTTARA","STEADFAST COURIER, SECTOR 9 , UTTARA",COURIER SECTOR 9 UTTARA,23.8753807,90.3995838,Nominatim
7722,4888,"RAJUK UTTARA (RUAP),SECTOR 18","RAJUK UTTARA (RUAP),SECTOR 18",(RUAP) SECTOR 18,23.8542715,90.3566297,Nominatim
7723,4889,"BILBAHA BONDHON MARRIAGE MEDIA , MOHAKHALI  DOHS","BILBAHA BONDHON MARRIAGE MEDIA , MOHAKHALI  DOHS",MOHAKHALI DOHS,23.78090465,90.39574251401798,Nominatim
7724,4890,"GMG OSMANI HALL,SHAHID TAZUDDIN AHMED AVE,TEJGAON INDUSTRIAL AREA","GMG OSMANI HALL,SHAHID TAZUDDIN AHMED AVE,TEJGAON INDUSTRIAL AREA",TEJGAON INDUSTRIAL AREA,23.7648783,90.405798,Nominatim
7726,4893,"KFC BANASREE , BLOCK F","KFC BANASREE , BLOCK F",BANASREE BLOCK F,23.76115825,90.43741093972685,Nominatim
